block|time|amount|balance|balanceUSD|profit
848838|2024-06-21 06:10:22|+0.26591324 BTC (17,226.32 USD)|18,591.99720496 BTC|$1,204,421,784 @ $64,781.73|$688,045,474
848834|2024-06-21 05:42:25|+0.08668546 BTC (5,615.63 USD)|18,591.73129172 BTC|$1,204,404,557 @ $64,781.73|$688,045,474
848833|2024-06-21 05:21:49|+0.69413934 BTC (44,967.55 USD)|18,591.64460626 BTC|$1,204,398,942 @ $64,781.73|$688,045,474
848830|2024-06-21 04:31:58|+0.9509577 BTC (61,727.97 USD)|18,590.95046692 BTC|$1,206,764,119 @ $64,911.37|$690,455,619
848829|2024-06-21 04:19:27|+0.13196112 BTC (8,565.78 USD)|18,589.99950922 BTC|$1,206,702,391 @ $64,911.37|$690,455,619
848826|2024-06-21 04:09:36|+0.09511097 BTC (6,173.78 USD)|18,589.8675481 BTC|$1,206,693,825 @ $64,911.37|$690,455,619
848822|2024-06-21 03:49:30|+0.19667155 BTC (12,754.53 USD)|18,589.77243713 BTC|$1,205,582,767 @ $64,851.94|$689,350,735
848821|2024-06-21 03:48:28|+3.55671675 BTC (230,659.97 USD)|18,589.57576558 BTC|$1,205,570,013 @ $64,851.94|$689,350,735
848820|2024-06-21 03:42:34|+0.02096056 BTC (1,359.33 USD)|18,586.01904883 BTC|$1,205,339,353 @ $64,851.94|$689,350,735
848802|2024-06-21 01:04:17|+0.14263911 BTC (9,280.41 USD)|18,585.99808827 BTC|$1,209,245,557 @ $65,062.18|$693,258,299
848800|2024-06-21 00:38:26|+0.140504 BTC (9,141.5 USD)|18,585.85544916 BTC|$1,209,236,276 @ $65,062.18|$693,258,299
848798|2024-06-21 00:13:48|+0.3630455 BTC (23,620.53 USD)|18,585.71494516 BTC|$1,209,227,135 @ $65,062.18|$693,258,299
848795|2024-06-20 23:59:57|+0.11330457 BTC (7,377.5 USD)|18,585.35189966 BTC|$1,210,131,880 @ $65,112.13|$694,186,664
848794|2024-06-20 23:20:23|+1.18665329 BTC (77,265.53 USD)|18,585.23859509 BTC|$1,210,124,502 @ $65,112.13|$694,186,664
848792|2024-06-20 22:48:19|+0.05853739 BTC (3,808.24 USD)|18,584.0519418 BTC|$1,209,013,971 @ $65,056.53|$693,153,398
848789|2024-06-20 22:31:22|+0.0329055 BTC (2,140.72 USD)|18,583.99340441 BTC|$1,209,010,163 @ $65,056.53|$693,153,398
848788|2024-06-20 22:23:59|+0.72651945 BTC (47,264.84 USD)|18,583.96049891 BTC|$1,209,008,022 @ $65,056.53|$693,153,398
848787|2024-06-20 22:15:23|+0.01181001 BTC (768.32 USD)|18,583.23397946 BTC|$1,208,960,757 @ $65,056.53|$693,153,398
848785|2024-06-20 21:50:27|+1.54158143 BTC (100,230.76 USD)|18,583.22216945 BTC|$1,208,246,519 @ $65,018.14|$692,439,928
848781|2024-06-20 20:10:41|+0.52885488 BTC (34,374.01 USD)|18,581.68058802 BTC|$1,207,754,448 @ $64,997.05|$692,048,088
848779|2024-06-20 19:30:36|+0.0586598 BTC (3,802.1 USD)|18,581.15173314 BTC|$1,204,357,848 @ $64,816.1|$688,685,862
848777|2024-06-20 18:56:53|+0.11433185 BTC (7,405.24 USD)|18,581.09307334 BTC|$1,203,492,128 @ $64,769.72|$687,823,944
848773|2024-06-20 18:31:01|+0.1466498 BTC (9,498.47 USD)|18,580.97874149 BTC|$1,203,484,723 @ $64,769.72|$687,823,944
848768|2024-06-20 17:44:42|+0.27732063 BTC (18,002.95 USD)|18,580.83209169 BTC|$1,206,220,152 @ $64,917.45|$690,568,871
848767|2024-06-20 17:07:38|+0.27033817 BTC (17,549.66 USD)|18,580.55477106 BTC|$1,206,202,149 @ $64,917.45|$690,568,871
848765|2024-06-20 17:03:36|+0.01679319 BTC (1,090.17 USD)|18,580.28443289 BTC|$1,206,184,599 @ $64,917.45|$690,568,871
848760|2024-06-20 16:17:22|+0.03618433 BTC (2,355.35 USD)|18,580.2676397 BTC|$1,209,449,491 @ $65,093.22|$693,834,853
848757|2024-06-20 15:52:59|+0.06835713 BTC (4,497.19 USD)|18,580.23145537 BTC|$1,222,386,269 @ $65,789.61|$706,773,987
848753|2024-06-20 15:29:53|+0.08283261 BTC (5,449.53 USD)|18,580.16309824 BTC|$1,222,381,772 @ $65,789.61|$706,773,987
848752|2024-06-20 15:26:42|+0.01203187 BTC (791.57 USD)|18,580.08026563 BTC|$1,222,376,322 @ $65,789.61|$706,773,987
848748|2024-06-20 15:04:52|+0.12964776 BTC (8,574.13 USD)|18,580.06823376 BTC|$1,228,775,106 @ $66,134.05|$713,173,562
848745|2024-06-20 14:05:14|+0.08459236 BTC (5,606.5 USD)|18,579.938586 BTC|$1,231,416,505 @ $66,276.67|$715,823,535
848743|2024-06-20 13:38:06|+0.0114819 BTC (760.98 USD)|18,579.85399364 BTC|$1,231,410,898 @ $66,276.67|$715,823,535
848742|2024-06-20 13:32:49|+0.01894742 BTC (1,255.77 USD)|18,579.84251174 BTC|$1,231,410,137 @ $66,276.67|$715,823,535
848736|2024-06-20 12:29:57|+0.02500335 BTC (1,643.22 USD)|18,579.82356432 BTC|$1,221,066,351 @ $65,720.02|$705,481,005
848734|2024-06-20 12:05:43|+0.03958581 BTC (2,600.78 USD)|18,579.79856097 BTC|$1,220,691,246 @ $65,699.92|$705,107,543
848732|2024-06-20 11:48:26|+0.07576784 BTC (4,977.94 USD)|18,579.75897516 BTC|$1,220,688,646 @ $65,699.92|$705,107,543
848728|2024-06-20 11:20:12|+0.09946325 BTC (6,534.73 USD)|18,579.68320732 BTC|$1,220,683,668 @ $65,699.92|$705,107,543
848726|2024-06-20 11:00:44|+0.01508884 BTC (992.72 USD)|18,579.58374407 BTC|$1,222,383,039 @ $65,791.73|$706,813,449
848725|2024-06-20 10:51:59|+0.35543802 BTC (23,384.88 USD)|18,579.56865523 BTC|$1,222,382,046 @ $65,791.73|$706,813,449
848721|2024-06-20 10:20:44|+0.12580812 BTC (8,277.13 USD)|18,579.21321721 BTC|$1,222,358,661 @ $65,791.73|$706,813,449
848718|2024-06-20 10:10:14|+0.06100742 BTC (4,013.78 USD)|18,579.08740909 BTC|$1,222,350,384 @ $65,791.73|$706,813,449
848715|2024-06-20 09:56:52|+0.40925509 BTC (26,882.94 USD)|18,579.02640167 BTC|$1,220,409,768 @ $65,687.5|$704,876,847
848711|2024-06-20 09:29:46|+0.10128821 BTC (6,653.37 USD)|18,578.61714658 BTC|$1,220,382,885 @ $65,687.5|$704,876,847
848710|2024-06-20 09:20:30|+0.60628668 BTC (39,825.46 USD)|18,578.51585837 BTC|$1,220,376,232 @ $65,687.5|$704,876,847
848705|2024-06-20 07:31:16|+0.01489024 BTC (972.45 USD)|18,577.90957169 BTC|$1,213,281,169 @ $65,307.73|$697,821,610
848703|2024-06-20 07:23:14|+1.74356206 BTC (113,868.09 USD)|18,577.89468145 BTC|$1,213,280,197 @ $65,307.73|$697,821,610
848701|2024-06-20 06:51:55|+5.14169166 BTC (335,172.54 USD)|18,576.15111939 BTC|$1,210,927,485 @ $65,187.21|$695,582,766
848700|2024-06-20 06:35:38|+0.23187812 BTC (15,115.49 USD)|18,571.00942773 BTC|$1,210,592,312 @ $65,187.21|$695,582,766
848697|2024-06-20 06:05:44|+0.20228613 BTC (13,180.74 USD)|18,570.77754961 BTC|$1,210,051,074 @ $65,158.88|$695,056,643
848695|2024-06-20 05:14:08|+0.23250293 BTC (15,149.63 USD)|18,570.57526348 BTC|$1,210,037,893 @ $65,158.88|$695,056,643
848690|2024-06-20 04:59:34|+0.30304643 BTC (19,745.6 USD)|18,570.34276055 BTC|$1,209,987,859 @ $65,157|$695,021,759
848689|2024-06-20 04:32:13|+0.11306417 BTC (7,366.92 USD)|18,570.03971412 BTC|$1,209,968,114 @ $65,157|$695,021,759
848687|2024-06-20 03:53:02|+0.17675036 BTC (11,503.43 USD)|18,569.92664995 BTC|$1,208,585,231 @ $65,082.93|$693,646,243
848686|2024-06-20 03:30:38|+1.99149261 BTC (129,612.17 USD)|18,569.74989959 BTC|$1,208,573,728 @ $65,082.93|$693,646,243
848675|2024-06-20 01:00:07|+0.10213509 BTC (6,639.17 USD)|18,567.75840698 BTC|$1,206,974,230 @ $65,003.77|$692,176,358
848673|2024-06-20 00:54:21|+3.28812541 BTC (213,740.54 USD)|18,567.65627189 BTC|$1,206,967,591 @ $65,003.77|$692,176,358
848671|2024-06-20 00:32:14|+0.58502976 BTC (38,029.14 USD)|18,564.36814648 BTC|$1,206,753,851 @ $65,003.77|$692,176,358
848668|2024-06-19 23:48:38|+0.57158437 BTC (37,115.55 USD)|18,563.78311672 BTC|$1,205,430,103 @ $64,934.51|$690,890,640
848667|2024-06-19 23:33:53|+0.33416055 BTC (21,698.55 USD)|18,563.21153235 BTC|$1,205,392,988 @ $64,934.51|$690,890,640
848666|2024-06-19 23:26:22|+1.57354793 BTC (102,177.56 USD)|18,562.8773718 BTC|$1,205,371,289 @ $64,934.51|$690,890,640
848663|2024-06-19 22:42:19|+2.11089524 BTC (136,867 USD)|18,561.30382387 BTC|$1,203,484,590 @ $64,838.36|$689,106,118
848662|2024-06-19 22:16:22|+0.47417728 BTC (30,744.88 USD)|18,559.19292863 BTC|$1,203,347,723 @ $64,838.36|$689,106,118
848661|2024-06-19 22:04:57|+0.01151683 BTC (748.11 USD)|18,558.71875135 BTC|$1,205,544,024 @ $64,958.36|$691,333,164
848660|2024-06-19 22:03:54|+0.11524283 BTC (7,485.99 USD)|18,558.70723452 BTC|$1,205,543,276 @ $64,958.36|$691,333,164
848658|2024-06-19 21:56:22|+0.11488752 BTC (7,462.91 USD)|18,558.59199169 BTC|$1,205,535,790 @ $64,958.36|$691,333,164
848656|2024-06-19 21:30:08|+0.02194224 BTC (1,425.33 USD)|18,558.47710417 BTC|$1,205,528,327 @ $64,958.36|$691,333,164
848653|2024-06-19 21:05:08|+0.05372475 BTC (3,497.61 USD)|18,558.45516193 BTC|$1,208,199,274 @ $65,102.36|$694,005,536
848652|2024-06-19 20:59:32|+0.27751335 BTC (18,066.77 USD)|18,558.40143718 BTC|$1,208,195,776 @ $65,102.36|$694,005,536
848651|2024-06-19 20:51:54|+0.09163118 BTC (5,965.41 USD)|18,558.12392383 BTC|$1,208,177,710 @ $65,102.36|$694,005,536
848646|2024-06-19 20:23:35|+0.47172565 BTC (30,710.45 USD)|18,558.03229265 BTC|$1,208,171,744 @ $65,102.36|$694,005,536
848643|2024-06-19 20:06:53|+0.01749263 BTC (1,138.81 USD)|18,557.560567 BTC|$1,208,141,034 @ $65,102.36|$694,005,536
848642|2024-06-19 19:46:54|+0.46208641 BTC (30,064.49 USD)|18,557.54307437 BTC|$1,207,399,937 @ $65,062.49|$693,265,578
848638|2024-06-19 18:14:34|+0.40990242 BTC (26,615.1 USD)|18,557.08098796 BTC|$1,204,917,544 @ $64,930.34|$690,813,249
848637|2024-06-19 18:11:42|+0.03973486 BTC (2,582.11 USD)|18,556.67108554 BTC|$1,205,875,142 @ $64,983.38|$691,797,463
848628|2024-06-19 15:21:19|+0.11215707 BTC (7,306.42 USD)|18,556.63135068 BTC|$1,208,863,345 @ $65,144.55|$694,788,248
848627|2024-06-19 15:18:54|+0.01103524 BTC (718.89 USD)|18,556.51919361 BTC|$1,208,856,039 @ $65,144.55|$694,788,248
848625|2024-06-19 15:03:26|+0.02546325 BTC (1,658.78 USD)|18,556.50815837 BTC|$1,208,847,253 @ $65,144.11|$694,780,181
848623|2024-06-19 14:56:52|+0.0372901 BTC (2,429.23 USD)|18,556.48269512 BTC|$1,208,845,594 @ $65,144.11|$694,780,181
848620|2024-06-19 14:39:25|+0.04823997 BTC (3,142.55 USD)|18,556.44540502 BTC|$1,208,843,165 @ $65,144.11|$694,780,181
848619|2024-06-19 14:34:12|+0.1075429 BTC (7,005.79 USD)|18,556.39716505 BTC|$1,208,840,022 @ $65,144.11|$694,780,181
848616|2024-06-19 14:05:24|+0.18677109 BTC (12,167.04 USD)|18,556.28962215 BTC|$1,208,833,016 @ $65,144.11|$694,780,181
848613|2024-06-19 13:43:11|+0.1103979 BTC (7,212.15 USD)|18,556.10285106 BTC|$1,212,245,617 @ $65,328.68|$698,204,949
848612|2024-06-19 13:41:09|+0.03685643 BTC (2,407.78 USD)|18,555.99245316 BTC|$1,212,238,405 @ $65,328.68|$698,204,949
848610|2024-06-19 12:53:01|+1.41359963 BTC (92,166.72 USD)|18,555.95559673 BTC|$1,209,848,638 @ $65,200.02|$695,817,590
848609|2024-06-19 12:36:11|+0.27641648 BTC (18,022.36 USD)|18,554.5419971 BTC|$1,209,756,471 @ $65,200.02|$695,817,590
848607|2024-06-19 12:02:55|+0.01458374 BTC (950.73 USD)|18,554.26558062 BTC|$1,209,566,619 @ $65,190.76|$695,645,760
848605|2024-06-19 11:46:09|+0.06032893 BTC (3,932.89 USD)|18,554.25099688 BTC|$1,209,565,668 @ $65,190.76|$695,645,760
848600|2024-06-19 10:34:24|+0.09075947 BTC (5,924.98 USD)|18,554.19066795 BTC|$1,211,259,289 @ $65,282.25|$697,343,314
848599|2024-06-19 10:32:23|+0.07304289 BTC (4,768.4 USD)|18,554.09990848 BTC|$1,211,253,364 @ $65,282.25|$697,343,314
848598|2024-06-19 10:31:11|+0.10698917 BTC (6,984.49 USD)|18,554.02686559 BTC|$1,211,248,596 @ $65,282.25|$697,343,314
848594|2024-06-19 10:06:41|+0.07892795 BTC (5,152.59 USD)|18,553.91987642 BTC|$1,211,241,611 @ $65,282.25|$697,343,314
848592|2024-06-19 09:38:10|+0.01375091 BTC (901.4 USD)|18,553.84094847 BTC|$1,216,240,989 @ $65,551.98|$702,347,844
848584|2024-06-19 08:02:30|+0.04788123 BTC (3,134.23 USD)|18,553.82719756 BTC|$1,214,506,039 @ $65,458.52|$700,613,795
848581|2024-06-19 07:51:09|+0.24644028 BTC (16,131.62 USD)|18,553.77931633 BTC|$1,214,502,905 @ $65,458.52|$700,613,795
848577|2024-06-19 07:34:33|+0.28056501 BTC (18,365.37 USD)|18,553.53287605 BTC|$1,214,486,773 @ $65,458.52|$700,613,795
848573|2024-06-19 06:53:36|+0.06455157 BTC (4,228.46 USD)|18,553.25231104 BTC|$1,215,333,200 @ $65,505.13|$701,478,587
848571|2024-06-19 06:30:22|+0.12601071 BTC (8,254.35 USD)|18,553.18775947 BTC|$1,215,328,971 @ $65,505.13|$701,478,587
848570|2024-06-19 06:16:30|+0.04817607 BTC (3,155.78 USD)|18,553.06174876 BTC|$1,215,320,717 @ $65,505.13|$701,478,587
848562|2024-06-19 05:34:47|+0.47610778 BTC (31,132.44 USD)|18,553.01357269 BTC|$1,213,171,955 @ $65,389.48|$699,332,981
848557|2024-06-19 05:15:37|+0.83090522 BTC (54,332.46 USD)|18,552.53746491 BTC|$1,213,140,823 @ $65,389.48|$699,332,981
848554|2024-06-19 04:38:16|+0.69977021 BTC (45,609.6 USD)|18,551.70655969 BTC|$1,209,162,501 @ $65,177.97|$695,408,992
848553|2024-06-19 04:34:38|+0.50362462 BTC (32,825.23 USD)|18,551.00678948 BTC|$1,209,116,891 @ $65,177.97|$695,408,992
848549|2024-06-19 03:41:44|+0.25785705 BTC (16,818.11 USD)|18,550.50316486 BTC|$1,209,912,574 @ $65,222.63|$696,237,500
848548|2024-06-19 03:25:55|+0.04412892 BTC (2,878.2 USD)|18,550.24530781 BTC|$1,209,895,756 @ $65,222.63|$696,237,500
848547|2024-06-19 03:18:40|+2.1960275 BTC (143,230.69 USD)|18,550.20117889 BTC|$1,209,892,878 @ $65,222.63|$696,237,500
848532|2024-06-19 00:57:30|+0.41868246 BTC (27,291.01 USD)|18,548.00515139 BTC|$1,209,015,917 @ $65,183.07|$695,503,770
848530|2024-06-19 00:36:49|+6.73354275 BTC (438,912.99 USD)|18,547.58646893 BTC|$1,208,988,626 @ $65,183.07|$695,503,770
848526|2024-06-19 00:16:33|+0.7291323 BTC (47,527.08 USD)|18,540.85292618 BTC|$1,208,549,713 @ $65,183.07|$695,503,770
848522|2024-06-18 22:35:28|+0.23841423 BTC (15,366.44 USD)|18,540.12379388 BTC|$1,194,960,739 @ $64,452.68|$681,962,323
848521|2024-06-18 22:25:01|+0.42577114 BTC (27,442.09 USD)|18,539.88537965 BTC|$1,194,945,372 @ $64,452.68|$681,962,323
848517|2024-06-18 21:02:46|+0.61876261 BTC (40,019.83 USD)|18,539.45960851 BTC|$1,199,080,103 @ $64,677.19|$686,124,496
848515|2024-06-18 20:34:42|+0.39169164 BTC (25,333.51 USD)|18,538.8408459 BTC|$1,199,040,084 @ $64,677.19|$686,124,496
848512|2024-06-18 20:21:39|+0.09823408 BTC (6,353.5 USD)|18,538.44915426 BTC|$1,199,014,750 @ $64,677.19|$686,124,496
848507|2024-06-18 19:43:16|+5.64675087 BTC (365,165.35 USD)|18,538.35092018 BTC|$1,198,842,230 @ $64,668.22|$685,958,329
848503|2024-06-18 19:22:05|+0.04162348 BTC (2,691.72 USD)|18,532.70416931 BTC|$1,198,477,065 @ $64,668.22|$685,958,329
848500|2024-06-18 19:11:44|+40.900737 BTC (2,644,978.02 USD)|18,532.66254583 BTC|$1,198,474,373 @ $64,668.22|$685,958,329
848497|2024-06-18 18:59:55|+0.10229195 BTC (6,619.08 USD)|18,491.76180883 BTC|$1,196,560,415 @ $64,707.76|$686,689,349
848496|2024-06-18 18:46:41|+0.01502252 BTC (972.07 USD)|18,491.65951688 BTC|$1,196,553,796 @ $64,707.76|$686,689,349
848494|2024-06-18 18:29:17|+0.1826059 BTC (11,816.02 USD)|18,491.64449436 BTC|$1,196,552,823 @ $64,707.76|$686,689,349
848490|2024-06-18 17:39:03|+0.25499272 BTC (16,490.79 USD)|18,491.46188846 BTC|$1,195,872,358 @ $64,671.6|$686,020,700
848485|2024-06-18 17:09:34|+0.51707211 BTC (33,439.88 USD)|18,491.20689574 BTC|$1,195,855,868 @ $64,671.6|$686,020,700
848483|2024-06-18 16:50:46|+0.0898516 BTC (5,838.13 USD)|18,490.68982363 BTC|$1,201,437,720 @ $64,975.28|$691,635,993
848481|2024-06-18 16:42:56|+0.16321575 BTC (10,604.99 USD)|18,490.59997203 BTC|$1,201,431,882 @ $64,975.28|$691,635,993
848478|2024-06-18 16:10:28|+0.29376262 BTC (19,087.31 USD)|18,490.43675628 BTC|$1,201,421,277 @ $64,975.28|$691,635,993
848476|2024-06-18 15:47:04|+0.05559765 BTC (3,614.43 USD)|18,490.14299366 BTC|$1,202,053,636 @ $65,010.51|$692,287,438
848475|2024-06-18 15:41:50|+0.05802165 BTC (3,772.02 USD)|18,490.08739601 BTC|$1,202,050,021 @ $65,010.51|$692,287,438
848472|2024-06-18 14:54:51|+0.66811809 BTC (43,602.32 USD)|18,490.02937436 BTC|$1,206,685,288 @ $65,261.4|$696,926,477
848469|2024-06-18 14:07:29|+0.35508532 BTC (23,192.54 USD)|18,489.36125627 BTC|$1,207,640,116 @ $65,315.4|$697,924,907
848466|2024-06-18 13:46:40|+0.84052135 BTC (54,898.99 USD)|18,489.00617095 BTC|$1,207,616,923 @ $65,315.4|$697,924,907
848465|2024-06-18 13:37:55|+0.24317707 BTC (15,883.21 USD)|18,488.1656496 BTC|$1,207,562,024 @ $65,315.4|$697,924,907
848464|2024-06-18 13:22:53|+0.94024361 BTC (61,412.39 USD)|18,487.92247253 BTC|$1,207,546,141 @ $65,315.4|$697,924,907
848462|2024-06-18 13:06:43|+0.09540258 BTC (6,249.79 USD)|18,486.98222892 BTC|$1,211,075,565 @ $65,509.64|$701,515,743
848459|2024-06-18 12:43:27|+0.02335351 BTC (1,529.88 USD)|18,486.88682634 BTC|$1,211,069,315 @ $65,509.64|$701,515,743
848457|2024-06-18 12:29:42|+0.03740707 BTC (2,450.52 USD)|18,486.86347283 BTC|$1,211,067,785 @ $65,509.64|$701,515,743
848455|2024-06-18 12:09:07|+0.0455875 BTC (2,994.76 USD)|18,486.82606576 BTC|$1,214,447,726 @ $65,692.6|$704,898,135
848454|2024-06-18 11:58:14|+0.03483977 BTC (2,288.72 USD)|18,486.78047826 BTC|$1,214,444,731 @ $65,692.6|$704,898,135
848447|2024-06-18 10:58:30|+0.04310904 BTC (2,831.4 USD)|18,486.74563849 BTC|$1,214,208,764 @ $65,679.96|$704,664,456
848445|2024-06-18 10:21:31|+0.49411043 BTC (32,453.15 USD)|18,486.70252945 BTC|$1,214,205,932 @ $65,679.96|$704,664,456
848441|2024-06-18 09:54:59|+0.03238087 BTC (2,123.45 USD)|18,486.20841902 BTC|$1,212,276,281 @ $65,577.33|$702,767,258
848440|2024-06-18 09:52:27|+0.09500664 BTC (6,230.28 USD)|18,486.17603815 BTC|$1,212,274,158 @ $65,577.33|$702,767,258
848438|2024-06-18 09:36:40|+0.02268818 BTC (1,487.83 USD)|18,486.08103151 BTC|$1,212,267,927 @ $65,577.33|$702,767,258
848433|2024-06-18 08:49:59|+0.08463651 BTC (5,554.97 USD)|18,486.05834333 BTC|$1,213,299,170 @ $65,633.2|$703,799,988
848430|2024-06-18 08:15:39|+0.13778571 BTC (9,043.32 USD)|18,485.97370682 BTC|$1,213,293,615 @ $65,633.2|$703,799,988
848429|2024-06-18 08:08:49|+0.02652428 BTC (1,740.87 USD)|18,485.83592111 BTC|$1,213,284,571 @ $65,633.2|$703,799,988
848428|2024-06-18 07:52:39|+0.94568384 BTC (62,134.78 USD)|18,485.80939683 BTC|$1,214,583,284 @ $65,703.55|$705,100,442
848422|2024-06-18 07:01:59|+0.89713077 BTC (58,799.06 USD)|18,484.86371299 BTC|$1,211,520,884 @ $65,541.24|$702,100,176
848416|2024-06-18 06:16:21|+6.69934608 BTC (439,083.45 USD)|18,483.96658222 BTC|$1,211,462,085 @ $65,541.24|$702,100,176
848414|2024-06-18 05:47:44|+0.01056233 BTC (690.95 USD)|18,477.26723614 BTC|$1,208,713,737 @ $65,416.26|$699,790,911
848413|2024-06-18 05:35:15|+0.75069336 BTC (49,107.55 USD)|18,477.25667381 BTC|$1,208,713,046 @ $65,416.26|$699,790,911
848412|2024-06-18 05:12:49|+0.33621038 BTC (21,993.63 USD)|18,476.50598045 BTC|$1,208,663,938 @ $65,416.26|$699,790,911
848411|2024-06-18 05:09:23|+0.21253533 BTC (13,903.27 USD)|18,476.16977007 BTC|$1,208,641,944 @ $65,416.26|$699,790,911
848409|2024-06-18 05:02:49|+0.01246022 BTC (815.1 USD)|18,475.95723474 BTC|$1,208,628,041 @ $65,416.26|$699,790,911
848407|2024-06-18 04:57:46|+0.93784973 BTC (61,103.87 USD)|18,475.94477452 BTC|$1,203,766,082 @ $65,153.15|$694,929,768
848404|2024-06-18 04:37:58|+0.04461971 BTC (2,907.11 USD)|18,475.00692479 BTC|$1,203,704,978 @ $65,153.15|$694,929,768
848403|2024-06-18 04:26:03|-170.00904038 BTC (11,076,625.26 USD)|18,474.96230508 BTC|$1,203,702,071 @ $65,153.15|$694,929,768
848402|2024-06-18 04:20:29|+0.07510996 BTC (4,893.65 USD)|18,644.97134546 BTC|$1,214,778,697 @ $65,153.15|$694,929,768
848401|2024-06-18 03:55:36|+0.03852145 BTC (2,532.97 USD)|18,644.8962355 BTC|$1,225,992,264 @ $65,754.85|$706,148,228
848397|2024-06-18 03:37:22|+0.07247858 BTC (4,765.82 USD)|18,644.85771405 BTC|$1,225,989,731 @ $65,754.85|$706,148,228
848395|2024-06-18 03:11:19|+1.99795647 BTC (132,738.18 USD)|18,644.78523547 BTC|$1,238,703,114 @ $66,436.97|$718,866,377
848387|2024-06-18 00:57:27|+0.60035526 BTC (39,983.58 USD)|18,642.787279 BTC|$1,241,607,049 @ $66,599.86|$721,903,050
848386|2024-06-18 00:36:07|+5.03394761 BTC (335,260.21 USD)|18,642.18692374 BTC|$1,241,567,065 @ $66,599.86|$721,903,050
848383|2024-06-18 00:15:10|+0.40523899 BTC (26,988.86 USD)|18,637.15297613 BTC|$1,241,231,805 @ $66,599.86|$721,903,050
848381|2024-06-17 23:16:20|+0.05066113 BTC (3,370.36 USD)|18,636.74773714 BTC|$1,239,855,015 @ $66,527.43|$720,553,249
848379|2024-06-17 22:58:35|+0.23798687 BTC (15,832.66 USD)|18,636.69707601 BTC|$1,239,851,644 @ $66,527.43|$720,553,249
848378|2024-06-17 22:38:10|+0.48593206 BTC (32,327.81 USD)|18,636.45908914 BTC|$1,239,835,812 @ $66,527.43|$720,553,249
848375|2024-06-17 22:23:52|+0.4310709 BTC (28,678.04 USD)|18,635.97315708 BTC|$1,239,803,484 @ $66,527.43|$720,553,249
848373|2024-06-17 21:44:42|+0.32067552 BTC (21,444.54 USD)|18,635.54208618 BTC|$1,246,215,055 @ $66,873.02|$726,993,498
848371|2024-06-17 21:25:34|+0.14648059 BTC (9,795.6 USD)|18,635.22141066 BTC|$1,246,193,610 @ $66,873.02|$726,993,498
848369|2024-06-17 21:03:15|+0.09256158 BTC (6,182.55 USD)|18,635.07493007 BTC|$1,244,708,552 @ $66,793.86|$725,518,235
848368|2024-06-17 20:54:54|+0.71241334 BTC (47,584.84 USD)|18,634.98236849 BTC|$1,244,702,369 @ $66,793.86|$725,518,235
848366|2024-06-17 20:24:27|+0.16259323 BTC (10,860.23 USD)|18,634.26995515 BTC|$1,244,654,784 @ $66,793.86|$725,518,235
848365|2024-06-17 20:04:44|+0.35995653 BTC (24,042.89 USD)|18,634.10736192 BTC|$1,244,643,924 @ $66,793.86|$725,518,235
848363|2024-06-17 19:49:42|+0.89355763 BTC (59,049.42 USD)|18,633.74740539 BTC|$1,231,383,429 @ $66,083.51|$712,281,783
848359|2024-06-17 18:40:34|+0.14358931 BTC (9,417.07 USD)|18,632.85384776 BTC|$1,222,005,020 @ $65,583.35|$702,962,423
848358|2024-06-17 18:17:19|+0.41249795 BTC (27,053 USD)|18,632.71025845 BTC|$1,221,995,603 @ $65,583.35|$702,962,423
848352|2024-06-17 17:04:48|+0.3116283 BTC (20,399.34 USD)|18,632.2977605 BTC|$1,219,679,346 @ $65,460.49|$700,673,219
848348|2024-06-17 16:37:15|+0.45855214 BTC (30,017.05 USD)|18,631.9861322 BTC|$1,219,658,947 @ $65,460.49|$700,673,219
848343|2024-06-17 15:53:10|+0.06041383 BTC (3,963.4 USD)|18,631.52758006 BTC|$1,222,306,120 @ $65,604.18|$703,350,410
848339|2024-06-17 15:15:51|+0.36563018 BTC (23,986.87 USD)|18,631.46716623 BTC|$1,222,302,157 @ $65,604.18|$703,350,410
848332|2024-06-17 14:43:23|+1.16656023 BTC (76,706.38 USD)|18,631.10153605 BTC|$1,225,075,469 @ $65,754.32|$706,147,709
848328|2024-06-17 14:23:17|+0.11541088 BTC (7,588.76 USD)|18,629.93497582 BTC|$1,224,998,763 @ $65,754.32|$706,147,709
848323|2024-06-17 13:39:42|+0.08204112 BTC (5,405.45 USD)|18,629.81956494 BTC|$1,227,464,248 @ $65,887.07|$708,620,783
848314|2024-06-17 12:37:25|+0.20060085 BTC (13,205.98 USD)|18,629.73752382 BTC|$1,226,435,033 @ $65,832.12|$707,596,974
848311|2024-06-17 12:17:30|+0.01301722 BTC (856.95 USD)|18,629.53692297 BTC|$1,226,421,827 @ $65,832.12|$707,596,974
848309|2024-06-17 11:54:39|+0.01483866 BTC (982.52 USD)|18,629.52390575 BTC|$1,233,521,674 @ $66,213.27|$714,697,677
848308|2024-06-17 11:26:03|+0.01741865 BTC (1,153.35 USD)|18,629.50906709 BTC|$1,233,520,691 @ $66,213.27|$714,697,677
848305|2024-06-17 10:55:16|+0.84210109 BTC (55,756.03 USD)|18,629.49164844 BTC|$1,233,469,965 @ $66,210.61|$714,648,105
848299|2024-06-17 10:29:36|+0.12826904 BTC (8,492.77 USD)|18,628.64954735 BTC|$1,233,414,209 @ $66,210.61|$714,648,105
