block|time|amount|balance|balanceUSD|profit
856011|2024-08-09 12:55:28|+0.11836984 BTC (7,204.68 USD)|18,359.52387491 BTC|$1,117,468,074 @ $60,865.85|$612,442,547
856009|2024-08-09 12:39:12|+0.03853437 BTC (2,345.43 USD)|18,359.40550507 BTC|$1,117,460,870 @ $60,865.85|$612,442,547
856006|2024-08-09 11:19:15|+0.01851869 BTC (1,130.89 USD)|18,359.3669707 BTC|$1,121,163,027 @ $61,067.63|$616,147,050
856004|2024-08-09 10:51:21|+0.04416191 BTC (2,687.03 USD)|18,359.34845201 BTC|$1,117,074,265 @ $60,844.98|$612,059,419
856001|2024-08-09 10:03:44|+0.19586341 BTC (11,917.31 USD)|18,359.3042901 BTC|$1,117,071,578 @ $60,844.98|$612,059,419
855998|2024-08-09 09:37:59|+0.31084171 BTC (18,962.1 USD)|18,359.10842669 BTC|$1,119,950,032 @ $61,002.42|$614,949,790
855996|2024-08-09 09:08:23|+0.1000492 BTC (6,103.24 USD)|18,358.79758498 BTC|$1,119,931,070 @ $61,002.42|$614,949,790
855994|2024-08-09 08:56:26|+0.04072676 BTC (2,480.29 USD)|18,358.69753578 BTC|$1,118,059,866 @ $60,900.83|$613,084,689
855993|2024-08-09 08:45:22|+0.03605763 BTC (2,195.94 USD)|18,358.65680902 BTC|$1,118,057,386 @ $60,900.83|$613,084,689
855992|2024-08-09 08:33:38|+0.45388486 BTC (27,641.96 USD)|18,358.62075139 BTC|$1,118,055,190 @ $60,900.83|$613,084,689
855990|2024-08-09 08:12:34|+0.0914602 BTC (5,567.73 USD)|18,358.16686653 BTC|$1,117,571,546 @ $60,875.99|$612,628,688
855989|2024-08-09 08:02:17|+0.02886729 BTC (1,757.32 USD)|18,358.07540633 BTC|$1,117,565,978 @ $60,875.99|$612,628,688
855987|2024-08-09 07:37:57|+0.6727293 BTC (40,953.06 USD)|18,358.04653904 BTC|$1,117,564,221 @ $60,875.99|$612,628,688
855984|2024-08-09 06:58:31|+0.8481026 BTC (51,920.93 USD)|18,357.37380974 BTC|$1,123,840,254 @ $61,220.1|$618,945,674
855983|2024-08-09 06:42:50|+0.01043355 BTC (638.74 USD)|18,356.52570714 BTC|$1,123,788,333 @ $61,220.1|$618,945,674
855981|2024-08-09 06:37:40|+0.12546971 BTC (7,681.27 USD)|18,356.51527359 BTC|$1,123,787,694 @ $61,220.1|$618,945,674
855977|2024-08-09 05:47:29|+0.15477041 BTC (9,499.13 USD)|18,356.38980388 BTC|$1,126,635,046 @ $61,375.63|$621,800,707
855974|2024-08-09 05:06:40|+0.34041702 BTC (20,877.56 USD)|18,356.23503347 BTC|$1,125,775,998 @ $61,329.35|$620,951,158
855973|2024-08-09 05:00:07|+0.33742167 BTC (20,693.85 USD)|18,355.89461645 BTC|$1,125,755,121 @ $61,329.35|$620,951,158
855971|2024-08-09 04:49:30|+0.51764241 BTC (31,746.67 USD)|18,355.55719478 BTC|$1,125,734,427 @ $61,329.35|$620,951,158
855970|2024-08-09 04:38:13|+0.12704706 BTC (7,791.71 USD)|18,355.03955237 BTC|$1,125,702,680 @ $61,329.35|$620,951,158
855966|2024-08-09 04:15:48|+0.0434943 BTC (2,667.48 USD)|18,354.91250531 BTC|$1,125,694,888 @ $61,329.35|$620,951,158
855965|2024-08-09 03:40:10|+3.66611193 BTC (224,570.49 USD)|18,354.86901101 BTC|$1,124,341,527 @ $61,255.76|$619,600,464
855956|2024-08-09 01:54:52|+1.17114696 BTC (72,694.77 USD)|18,351.20289908 BTC|$1,139,085,438 @ $62,071.43|$634,568,945
855950|2024-08-09 01:09:06|+8.2113559 BTC (509,690.62 USD)|18,350.03175212 BTC|$1,139,012,743 @ $62,071.43|$634,568,945
855947|2024-08-09 00:24:10|+0.52672514 BTC (31,991.29 USD)|18,341.82039622 BTC|$1,114,012,703 @ $60,736.21|$610,078,596
855938|2024-08-08 21:30:20|+1.18289544 BTC (70,451.16 USD)|18,341.29367108 BTC|$1,092,375,014 @ $59,558.23|$588,472,898
855936|2024-08-08 21:08:16|+0.15547082 BTC (9,259.57 USD)|18,340.11077564 BTC|$1,092,304,563 @ $59,558.23|$588,472,898
855934|2024-08-08 20:39:13|+0.26753854 BTC (15,924.93 USD)|18,339.95530482 BTC|$1,091,664,881 @ $59,523.86|$587,842,476
855932|2024-08-08 20:21:19|+5.10110508 BTC (303,637.45 USD)|18,339.68776628 BTC|$1,091,648,956 @ $59,523.86|$587,842,476
855931|2024-08-08 20:18:09|+0.06443286 BTC (3,835.29 USD)|18,334.5866612 BTC|$1,091,345,318 @ $59,523.86|$587,842,476
855927|2024-08-08 19:39:49|+0.24749252 BTC (14,743.01 USD)|18,334.52222834 BTC|$1,092,178,818 @ $59,569.53|$588,679,811
855926|2024-08-08 19:28:20|+1.12620741 BTC (67,087.64 USD)|18,334.27473582 BTC|$1,092,164,075 @ $59,569.53|$588,679,811
855922|2024-08-08 19:18:08|+0.16274791 BTC (9,694.82 USD)|18,333.14852841 BTC|$1,092,096,987 @ $59,569.53|$588,679,811
855919|2024-08-08 19:09:17|+0.22172357 BTC (13,207.97 USD)|18,332.9857805 BTC|$1,092,087,292 @ $59,569.53|$588,679,811
855914|2024-08-08 18:40:22|+0.04765605 BTC (2,832.46 USD)|18,332.76405693 BTC|$1,089,618,183 @ $59,435.56|$586,223,909
855913|2024-08-08 18:22:58|+0.23712865 BTC (14,093.88 USD)|18,332.71640088 BTC|$1,089,615,351 @ $59,435.56|$586,223,909
855909|2024-08-08 17:21:50|+0.6753582 BTC (39,746.69 USD)|18,332.47927223 BTC|$1,078,916,960 @ $58,852.76|$575,539,613
855907|2024-08-08 17:17:11|+0.10326484 BTC (6,077.42 USD)|18,331.80391403 BTC|$1,078,877,214 @ $58,852.76|$575,539,613
855905|2024-08-08 16:31:47|+0.1615516 BTC (9,306.26 USD)|18,331.70064919 BTC|$1,056,006,384 @ $57,605.48|$552,674,861
855901|2024-08-08 15:48:38|+0.17949528 BTC (10,388.26 USD)|18,331.53909759 BTC|$1,060,934,431 @ $57,874.81|$557,612,214
855893|2024-08-08 14:55:42|+0.14425108 BTC (8,268.68 USD)|18,331.35960231 BTC|$1,050,780,038 @ $57,321.45|$547,468,209
855892|2024-08-08 14:27:24|+0.01179427 BTC (676.06 USD)|18,331.21535123 BTC|$1,050,771,769 @ $57,321.45|$547,468,209
855890|2024-08-08 14:09:58|+0.30612263 BTC (17,587.78 USD)|18,331.20355696 BTC|$1,053,189,580 @ $57,453.38|$549,886,696
855887|2024-08-08 12:43:05|+0.25648979 BTC (14,704.47 USD)|18,330.89743433 BTC|$1,050,903,802 @ $57,329.64|$547,618,506
855879|2024-08-08 11:29:50|+0.0340317 BTC (1,946.19 USD)|18,330.64094454 BTC|$1,048,286,433 @ $57,187.66|$545,015,841
855877|2024-08-08 11:01:08|+6.6017131 BTC (377,745.11 USD)|18,330.60691284 BTC|$1,048,863,690 @ $57,219.26|$545,595,044
855857|2024-08-08 07:47:36|+0.28642312 BTC (16,286.7 USD)|18,324.00519974 BTC|$1,041,946,841 @ $56,862.4|$539,055,941
855856|2024-08-08 07:06:49|+0.04102478 BTC (2,341.36 USD)|18,323.71877662 BTC|$1,045,767,151 @ $57,071.77|$542,892,537
855853|2024-08-08 06:58:30|+0.08996579 BTC (5,134.51 USD)|18,323.67775184 BTC|$1,045,764,810 @ $57,071.77|$542,892,537
855850|2024-08-08 06:46:14|+0.50535334 BTC (28,841.41 USD)|18,323.58778605 BTC|$1,045,759,675 @ $57,071.77|$542,892,537
855849|2024-08-08 06:17:12|+0.05214681 BTC (2,976.11 USD)|18,323.08243271 BTC|$1,045,730,834 @ $57,071.77|$542,892,537
855848|2024-08-08 06:08:37|+0.5500331 BTC (31,391.37 USD)|18,323.0302859 BTC|$1,045,727,858 @ $57,071.77|$542,892,537
855846|2024-08-08 05:46:06|+0.28807085 BTC (16,539.18 USD)|18,322.4802528 BTC|$1,051,959,457 @ $57,413.59|$549,155,528
855844|2024-08-08 05:28:57|+0.03688401 BTC (2,117.64 USD)|18,322.19218195 BTC|$1,051,942,918 @ $57,413.59|$549,155,528
855843|2024-08-08 05:17:53|+3.72283597 BTC (213,741.4 USD)|18,322.15529794 BTC|$1,051,940,800 @ $57,413.59|$549,155,528
855842|2024-08-08 05:05:20|+0.03842365 BTC (2,194.31 USD)|18,318.43246197 BTC|$1,046,136,302 @ $57,108.4|$543,564,771
855840|2024-08-08 04:12:55|+0.08669733 BTC (4,951.15 USD)|18,318.39403832 BTC|$1,046,134,107 @ $57,108.4|$543,564,771
855828|2024-08-08 01:14:49|+0.28170075 BTC (15,556.07 USD)|18,318.30734099 BTC|$1,011,572,986 @ $55,221.97|$509,008,601
855824|2024-08-08 00:25:29|+0.20025489 BTC (11,052.06 USD)|18,318.02564024 BTC|$1,010,971,201 @ $55,189.97|$508,422,372
855822|2024-08-07 23:50:20|+1.08870743 BTC (60,004.62 USD)|18,317.82538535 BTC|$1,009,595,487 @ $55,115.47|$507,057,710
855817|2024-08-07 22:27:46|+0.36215638 BTC (19,897.69 USD)|18,316.73667792 BTC|$1,006,363,052 @ $54,942.27|$503,885,280
855810|2024-08-07 21:48:00|+0.46023341 BTC (25,278.77 USD)|18,316.37452154 BTC|$1,006,044,805 @ $54,925.98|$503,586,930
855808|2024-08-07 21:35:37|+0.1074336 BTC (5,900.9 USD)|18,315.91428813 BTC|$1,006,019,526 @ $54,925.98|$503,586,930
855802|2024-08-07 21:18:51|+0.80594701 BTC (44,267.43 USD)|18,315.80685453 BTC|$1,006,013,625 @ $54,925.98|$503,586,930
855796|2024-08-07 20:44:16|+0.01957469 BTC (1,085.75 USD)|18,315.00090752 BTC|$1,015,879,084 @ $55,467.05|$513,496,656
855792|2024-08-07 19:59:54|+1.15585 BTC (64,677.4 USD)|18,314.98133283 BTC|$1,024,843,487 @ $55,956.57|$522,462,145
855788|2024-08-07 19:22:54|+0.24789943 BTC (13,871.6 USD)|18,313.82548283 BTC|$1,024,778,809 @ $55,956.57|$522,462,145
855783|2024-08-07 18:45:39|+1.08823098 BTC (60,983.52 USD)|18,313.5775834 BTC|$1,026,277,073 @ $56,039.14|$523,974,280
855775|2024-08-07 17:58:22|+0.11262205 BTC (6,329.44 USD)|18,312.48935242 BTC|$1,029,174,978 @ $56,200.71|$526,933,169
855773|2024-08-07 17:50:29|+1.04665966 BTC (58,823.02 USD)|18,312.37673037 BTC|$1,029,168,649 @ $56,200.71|$526,933,169
855768|2024-08-07 17:18:20|+0.49738811 BTC (27,953.57 USD)|18,311.33007071 BTC|$1,029,109,826 @ $56,200.71|$526,933,169
855767|2024-08-07 17:05:39|+0.01365053 BTC (772.33 USD)|18,310.8326826 BTC|$1,036,002,339 @ $56,578.66|$533,853,636
855766|2024-08-07 16:59:57|+0.02035 BTC (1,151.38 USD)|18,310.81903207 BTC|$1,036,001,567 @ $56,578.66|$533,853,636
855765|2024-08-07 16:59:28|+0.11274183 BTC (6,378.78 USD)|18,310.79868207 BTC|$1,036,000,416 @ $56,578.66|$533,853,636
855756|2024-08-07 14:27:55|+0.26237244 BTC (14,947.47 USD)|18,310.68594024 BTC|$1,043,167,263 @ $56,970.41|$541,026,862
855754|2024-08-07 13:49:06|+6.716 BTC (384,847.23 USD)|18,310.4235678 BTC|$1,049,242,975 @ $57,303.04|$547,117,521
855752|2024-08-07 12:52:32|+1.7086887 BTC (98,214.91 USD)|18,303.7075678 BTC|$1,052,091,602 @ $57,479.7|$550,350,996
855749|2024-08-07 11:32:02|+0.22278671 BTC (12,779.95 USD)|18,301.9988791 BTC|$1,049,876,982 @ $57,364.06|$548,234,591
855746|2024-08-07 10:46:57|+0.04268346 BTC (2,434.38 USD)|18,301.77609239 BTC|$1,043,811,639 @ $57,033.35|$542,182,027
855745|2024-08-07 10:32:58|+0.01139577 BTC (649.94 USD)|18,301.73340893 BTC|$1,043,809,204 @ $57,033.35|$542,182,027
855744|2024-08-07 10:17:11|+0.01054415 BTC (601.37 USD)|18,301.72201316 BTC|$1,043,808,554 @ $57,033.35|$542,182,027
855742|2024-08-07 09:34:28|+0.24546321 BTC (13,942.24 USD)|18,301.71146901 BTC|$1,039,531,670 @ $56,799.7|$537,905,744
855738|2024-08-07 08:58:35|+0.13738159 BTC (7,812.44 USD)|18,301.4660058 BTC|$1,040,743,741 @ $56,866.69|$539,131,758
855736|2024-08-07 08:42:07|+0.30308813 BTC (17,235.62 USD)|18,301.32862421 BTC|$1,040,735,929 @ $56,866.69|$539,131,758
855735|2024-08-07 08:36:00|+8.05013623 BTC (457,784.58 USD)|18,301.02553608 BTC|$1,040,718,693 @ $56,866.69|$539,131,758
855723|2024-08-07 05:42:31|+3.20464131 BTC (181,917.57 USD)|18,292.97539985 BTC|$1,038,435,631 @ $56,766.91|$537,306,480
855720|2024-08-07 05:10:27|+0.26466218 BTC (15,057.55 USD)|18,289.77075854 BTC|$1,040,568,828 @ $56,893.49|$539,621,594
855718|2024-08-07 04:29:30|+0.01897397 BTC (1,079.5 USD)|18,289.50609636 BTC|$1,040,553,770 @ $56,893.49|$539,621,594
855717|2024-08-07 04:20:19|+0.2038142 BTC (11,595.7 USD)|18,289.48712239 BTC|$1,040,552,691 @ $56,893.49|$539,621,594
855716|2024-08-07 04:09:36|+0.40692872 BTC (23,151.59 USD)|18,289.28330819 BTC|$1,040,541,095 @ $56,893.49|$539,621,594
855715|2024-08-07 03:59:40|+0.03767756 BTC (2,117.5 USD)|18,288.87637947 BTC|$1,027,843,890 @ $56,200.49|$526,947,541
855714|2024-08-07 03:46:52|+1.21846096 BTC (68,478.11 USD)|18,288.83870191 BTC|$1,027,841,772 @ $56,200.49|$526,947,541
855713|2024-08-07 03:33:10|+3.0396015 BTC (170,827.11 USD)|18,287.62024095 BTC|$1,027,773,294 @ $56,200.49|$526,947,541
855704|2024-08-07 01:55:16|-577.20701289 BTC (32,428,820.96 USD)|18,284.58063945 BTC|$1,027,269,902 @ $56,182.31|$526,614,976
855697|2024-08-07 00:51:12|+0.77590444 BTC (43,809.32 USD)|18,861.78765234 BTC|$1,064,979,139 @ $56,462.26|$531,895,392
855692|2024-08-07 00:10:43|+0.31216309 BTC (17,625.43 USD)|18,861.0117479 BTC|$1,064,935,330 @ $56,462.26|$531,895,392
855691|2024-08-07 00:01:53|+0.91172038 BTC (51,413.24 USD)|18,860.69958481 BTC|$1,063,582,386 @ $56,391.46|$530,560,074
855690|2024-08-06 23:57:55|+0.02134192 BTC (1,203.5 USD)|18,859.78786443 BTC|$1,063,530,973 @ $56,391.46|$530,560,074
855687|2024-08-06 23:11:07|+0.22610157 BTC (12,798.41 USD)|18,859.76652251 BTC|$1,067,551,269 @ $56,604.69|$534,581,573
855686|2024-08-06 22:55:31|+0.4101583 BTC (23,216.88 USD)|18,859.54042094 BTC|$1,067,538,471 @ $56,604.69|$534,581,573
855684|2024-08-06 22:25:52|+0.20405565 BTC (11,550.51 USD)|18,859.13026264 BTC|$1,067,515,254 @ $56,604.69|$534,581,573
855682|2024-08-06 21:58:33|+0.04996634 BTC (2,834.17 USD)|18,858.92620699 BTC|$1,069,707,530 @ $56,721.55|$536,785,400
855679|2024-08-06 20:51:57|+1.61024316 BTC (91,236.72 USD)|18,858.87624065 BTC|$1,068,547,889 @ $56,660.21|$535,628,594
855674|2024-08-06 19:50:27|+0.48440826 BTC (27,507.75 USD)|18,857.26599749 BTC|$1,070,834,407 @ $56,786.3|$538,006,348
855671|2024-08-06 19:31:02|+0.38092688 BTC (21,631.43 USD)|18,856.78158923 BTC|$1,070,806,900 @ $56,786.3|$538,006,348
855669|2024-08-06 19:27:15|+0.02319511 BTC (1,317.16 USD)|18,856.40066235 BTC|$1,070,785,268 @ $56,786.3|$538,006,348
855667|2024-08-06 18:58:42|+0.10824366 BTC (6,098.39 USD)|18,856.37746724 BTC|$1,062,357,789 @ $56,339.44|$529,580,186
855656|2024-08-06 17:36:37|+0.52336925 BTC (29,409.66 USD)|18,856.26922358 BTC|$1,059,589,178 @ $56,192.94|$526,817,674
855655|2024-08-06 17:30:08|+0.0164934 BTC (926.81 USD)|18,855.74585433 BTC|$1,059,559,768 @ $56,192.94|$526,817,674
855653|2024-08-06 17:03:44|+0.27276576 BTC (15,183.28 USD)|18,855.72936093 BTC|$1,049,588,514 @ $55,664.17|$516,847,346
855649|2024-08-06 16:25:20|+0.05252394 BTC (2,923.7 USD)|18,855.45659517 BTC|$1,049,573,331 @ $55,664.17|$516,847,346
855646|2024-08-06 15:14:16|+0.70108208 BTC (38,506.9 USD)|18,855.40407123 BTC|$1,035,632,112 @ $54,924.95|$502,909,051
855645|2024-08-06 14:39:48|+0.01871734 BTC (1,034.42 USD)|18,854.70298915 BTC|$1,042,015,414 @ $55,265.54|$509,330,860
855642|2024-08-06 14:26:57|+0.02124263 BTC (1,173.99 USD)|18,854.68427181 BTC|$1,042,014,380 @ $55,265.54|$509,330,860
855641|2024-08-06 13:34:48|+7.8 BTC (429,786.51 USD)|18,854.66302918 BTC|$1,038,907,663 @ $55,100.83|$506,225,318
855640|2024-08-06 13:28:41|+1.05246968 BTC (57,991.96 USD)|18,846.86302918 BTC|$1,038,477,877 @ $55,100.83|$506,225,318
855626|2024-08-06 11:38:28|+0.23270648 BTC (12,770.76 USD)|18,845.8105595 BTC|$1,034,244,163 @ $54,879.26|$502,049,596
855625|2024-08-06 11:29:50|+0.01335853 BTC (733.11 USD)|18,845.57785302 BTC|$1,034,231,392 @ $54,879.26|$502,049,596
855623|2024-08-06 11:13:26|+0.25629014 BTC (14,276.99 USD)|18,845.56449449 BTC|$1,049,817,994 @ $55,706.37|$517,636,931
855613|2024-08-06 09:38:59|+0.11316652 BTC (6,311.67 USD)|18,845.30820435 BTC|$1,051,064,667 @ $55,773.28|$518,897,881
855611|2024-08-06 09:08:24|+0.11578428 BTC (6,457.67 USD)|18,845.19503783 BTC|$1,051,058,355 @ $55,773.28|$518,897,881
855607|2024-08-06 08:46:15|+0.02341306 BTC (1,308.12 USD)|18,845.07925355 BTC|$1,052,902,262 @ $55,871.47|$520,748,246
855605|2024-08-06 08:25:05|+0.32095562 BTC (17,932.26 USD)|18,845.05584049 BTC|$1,052,900,954 @ $55,871.47|$520,748,246
855597|2024-08-06 07:33:48|+0.66070471 BTC (36,644.46 USD)|18,844.73488487 BTC|$1,045,179,587 @ $55,462.68|$513,044,810
855596|2024-08-06 07:07:29|+0.02329331 BTC (1,291.91 USD)|18,844.07418016 BTC|$1,045,142,942 @ $55,462.68|$513,044,810
855593|2024-08-06 06:52:24|+1.00683055 BTC (56,014.72 USD)|18,844.05088685 BTC|$1,048,383,245 @ $55,634.71|$516,286,405
855591|2024-08-06 06:37:54|+0.158841 BTC (8,837.07 USD)|18,843.0440563 BTC|$1,048,327,230 @ $55,634.71|$516,286,405
855589|2024-08-06 06:23:39|+0.24788793 BTC (13,791.17 USD)|18,842.8852153 BTC|$1,048,318,393 @ $55,634.71|$516,286,405
855583|2024-08-06 05:36:50|+1.14024461 BTC (63,594.3 USD)|18,842.63732737 BTC|$1,050,901,137 @ $55,772.51|$518,882,940
855581|2024-08-06 05:25:21|+0.02873106 BTC (1,602.4 USD)|18,841.49708276 BTC|$1,050,837,543 @ $55,772.51|$518,882,940
855580|2024-08-06 05:24:32|+0.03240522 BTC (1,807.32 USD)|18,841.4683517 BTC|$1,050,835,941 @ $55,772.51|$518,882,940
855578|2024-08-06 04:50:24|+1.33435822 BTC (74,485.72 USD)|18,841.43594648 BTC|$1,051,755,011 @ $55,821.38|$519,803,818
855573|2024-08-06 03:57:37|+1.21815164 BTC (67,928.47 USD)|18,840.10158826 BTC|$1,050,591,066 @ $55,763.56|$518,714,359
855561|2024-08-06 00:22:22|+0.27356575 BTC (14,939.37 USD)|18,838.88343662 BTC|$1,028,787,443 @ $54,609.79|$496,978,664
855560|2024-08-06 00:09:19|+1.68541664 BTC (92,040.25 USD)|18,838.60987087 BTC|$1,028,772,503 @ $54,609.79|$496,978,664
855558|2024-08-06 00:02:27|+0.84385498 BTC (45,842.75 USD)|18,836.92445423 BTC|$1,023,323,223 @ $54,325.39|$491,621,423
855554|2024-08-05 23:19:39|+0.70574686 BTC (38,339.97 USD)|18,836.08059925 BTC|$1,023,277,380 @ $54,325.39|$491,621,423
855550|2024-08-05 22:27:58|+0.09699415 BTC (5,200.35 USD)|18,835.37485239 BTC|$1,009,860,937 @ $53,615.12|$478,243,320
855548|2024-08-05 21:55:17|+1.55516697 BTC (82,982.33 USD)|18,835.27785824 BTC|$1,005,033,741 @ $53,359.11|$473,421,325
855547|2024-08-05 21:51:17|+0.41456812 BTC (22,120.99 USD)|18,833.72269127 BTC|$1,004,950,759 @ $53,359.11|$473,421,325
855542|2024-08-05 21:10:17|+0.03353443 BTC (1,789.37 USD)|18,833.30812315 BTC|$1,004,928,638 @ $53,359.11|$473,421,325
855540|2024-08-05 21:00:40|+0.07744004 BTC (4,213.9 USD)|18,833.27458872 BTC|$1,024,812,348 @ $54,414.98|$493,306,824
855539|2024-08-05 20:46:31|+1.07205311 BTC (58,335.75 USD)|18,833.19714868 BTC|$1,024,808,134 @ $54,414.98|$493,306,824
855536|2024-08-05 20:18:19|+0.35933036 BTC (19,552.96 USD)|18,832.12509557 BTC|$1,024,749,798 @ $54,414.98|$493,306,824
855535|2024-08-05 20:13:33|+0.81997097 BTC (44,618.71 USD)|18,831.76576521 BTC|$1,024,730,245 @ $54,414.98|$493,306,824
855534|2024-08-05 19:56:28|+0.01550252 BTC (843.6 USD)|18,830.94579424 BTC|$1,024,718,047 @ $54,416.71|$493,339,245
855533|2024-08-05 19:50:19|+0.08674526 BTC (4,720.39 USD)|18,830.93029172 BTC|$1,024,717,203 @ $54,416.71|$493,339,245
855530|2024-08-05 19:03:44|+0.98941685 BTC (53,840.81 USD)|18,830.84354646 BTC|$1,024,712,483 @ $54,416.71|$493,339,245
855527|2024-08-05 18:32:30|+0.35350072 BTC (19,317 USD)|18,829.85412961 BTC|$1,028,954,636 @ $54,644.85|$497,635,238
855523|2024-08-05 18:00:43|+0.06183224 BTC (3,338.14 USD)|18,829.50062889 BTC|$1,016,548,956 @ $53,987.04|$485,248,876
855522|2024-08-05 17:59:40|+0.02144669 BTC (1,157.84 USD)|18,829.43879665 BTC|$1,016,545,618 @ $53,987.04|$485,248,876
855519|2024-08-05 17:37:19|+0.89123708 BTC (48,115.25 USD)|18,829.41734996 BTC|$1,016,544,460 @ $53,987.04|$485,248,876
855517|2024-08-05 17:29:35|+0.46446923 BTC (25,075.32 USD)|18,828.52611288 BTC|$1,016,496,345 @ $53,987.04|$485,248,876
855508|2024-08-05 16:55:48|+0.74222006 BTC (39,014.29 USD)|18,828.06164365 BTC|$989,684,153 @ $52,564.31|$458,461,759
855506|2024-08-05 16:14:10|+0.08103287 BTC (4,259.44 USD)|18,827.31942359 BTC|$989,645,138 @ $52,564.31|$458,461,759
855504|2024-08-05 15:57:46|+0.20829456 BTC (10,520.03 USD)|18,827.23839072 BTC|$950,880,169 @ $50,505.56|$419,701,049
855503|2024-08-05 15:50:10|+2.13436015 BTC (107,797.05 USD)|18,827.03009616 BTC|$950,869,649 @ $50,505.56|$419,701,049
855502|2024-08-05 15:36:43|+0.02993085 BTC (1,511.67 USD)|18,824.89573601 BTC|$950,761,852 @ $50,505.56|$419,701,049
855500|2024-08-05 15:24:19|+0.2402001 BTC (12,131.44 USD)|18,824.86580516 BTC|$950,760,341 @ $50,505.56|$419,701,049
855498|2024-08-05 14:40:08|+0.2024647 BTC (10,330.4 USD)|18,824.62560506 BTC|$960,493,122 @ $51,023.23|$429,445,962
855494|2024-08-05 14:10:19|+0.01459621 BTC (749.13 USD)|18,824.42314036 BTC|$966,134,014 @ $51,323.43|$435,097,185
855491|2024-08-05 13:42:34|+0.03019634 BTC (1,549.78 USD)|18,824.40854415 BTC|$966,133,265 @ $51,323.43|$435,097,185
855489|2024-08-05 13:06:26|+0.09498234 BTC (4,874.82 USD)|18,824.37834781 BTC|$966,131,715 @ $51,323.43|$435,097,185
855487|2024-08-05 12:43:54|+0.07271271 BTC (3,778.58 USD)|18,824.28336547 BTC|$978,221,028 @ $51,965.91|$447,191,372
855485|2024-08-05 12:29:48|+0.19077461 BTC (9,913.78 USD)|18,824.21065276 BTC|$978,217,249 @ $51,965.91|$447,191,372
855480|2024-08-05 11:58:55|+0.03235944 BTC (1,705.2 USD)|18,824.01987815 BTC|$991,943,127 @ $52,695.61|$460,927,164
855478|2024-08-05 11:37:45|+5.52441092 BTC (291,112.18 USD)|18,823.98751871 BTC|$991,941,422 @ $52,695.61|$460,927,164
855467|2024-08-05 09:51:41|+0.01754807 BTC (907 USD)|18,818.46310779 BTC|$972,659,261 @ $51,686.43|$441,936,115
855463|2024-08-05 09:40:12|+0.14269179 BTC (7,375.23 USD)|18,818.44555972 BTC|$972,658,354 @ $51,686.43|$441,936,115
855462|2024-08-05 09:25:07|+0.01369845 BTC (708.02 USD)|18,818.30286793 BTC|$972,650,979 @ $51,686.43|$441,936,115
855459|2024-08-05 08:57:57|+0.47594333 BTC (24,720.18 USD)|18,818.28916948 BTC|$977,409,544 @ $51,939.34|$446,695,388
855458|2024-08-05 08:50:59|+0.10712864 BTC (5,564.19 USD)|18,817.81322615 BTC|$977,384,823 @ $51,939.34|$446,695,388
855456|2024-08-05 08:36:45|+0.17515246 BTC (9,097.3 USD)|18,817.70609751 BTC|$977,379,259 @ $51,939.34|$446,695,388
855453|2024-08-05 08:20:24|+0.02859687 BTC (1,485.3 USD)|18,817.53094505 BTC|$977,370,162 @ $51,939.34|$446,695,388
855452|2024-08-05 07:45:32|+0.09276011 BTC (4,955.59 USD)|18,817.50234818 BTC|$1,005,300,888 @ $53,423.72|$474,627,599
855449|2024-08-05 07:26:21|+0.16667349 BTC (8,904.32 USD)|18,817.40958807 BTC|$1,005,295,932 @ $53,423.72|$474,627,599
855446|2024-08-05 07:14:47|+1.30827374 BTC (69,892.84 USD)|18,817.24291458 BTC|$1,005,287,028 @ $53,423.72|$474,627,599
855442|2024-08-05 06:43:02|+3.38952075 BTC (183,553.17 USD)|18,815.93464084 BTC|$1,018,941,807 @ $54,153.13|$488,352,271
855437|2024-08-05 06:21:40|+8.349 BTC (452,124.51 USD)|18,812.54512009 BTC|$1,018,758,254 @ $54,153.13|$488,352,271
855435|2024-08-05 06:13:33|+2.10642349 BTC (114,069.43 USD)|18,804.19612009 BTC|$1,018,306,130 @ $54,153.13|$488,352,271
855434|2024-08-05 05:28:51|+0.24351909 BTC (13,234.63 USD)|18,802.0896966 BTC|$1,021,845,054 @ $54,347.42|$492,005,265
855431|2024-08-05 05:18:19|+0.0972386 BTC (5,284.67 USD)|18,801.84617751 BTC|$1,021,831,820 @ $54,347.42|$492,005,265
855430|2024-08-05 05:10:20|+0.59467058 BTC (32,294.38 USD)|18,801.74893891 BTC|$1,021,054,235 @ $54,306.34|$491,232,965
855422|2024-08-05 04:26:39|+0.97831085 BTC (53,128.49 USD)|18,801.15426833 BTC|$1,021,021,941 @ $54,306.34|$491,232,965
855417|2024-08-05 03:45:51|+2.1630133 BTC (120,296.5 USD)|18,800.17595748 BTC|$1,045,576,298 @ $55,615.24|$515,840,451
855400|2024-08-05 01:05:51|+0.02669638 BTC (1,564.3 USD)|18,798.01294418 BTC|$1,101,490,393 @ $58,596.11|$571,874,842
855398|2024-08-05 00:46:19|+0.54036854 BTC (31,742.88 USD)|18,797.9862478 BTC|$1,104,250,375 @ $58,743.01|$574,636,389
855394|2024-08-04 23:57:24|+0.08417636 BTC (4,963.45 USD)|18,797.44587926 BTC|$1,108,389,727 @ $58,964.91|$578,807,483
