block|time|amount|balance|balanceUSD|profit
815578|2023-11-06 15:34:17|+103.8509289 BTC (3,640,962.62 USD)|36,217.32303364 BTC|$1,269,761,579 @ $35,059.51|$452,035,202
815574|2023-11-06 15:11:54|+112.15038357 BTC (3,931,937.43 USD)|36,113.47210474 BTC|$1,266,120,616 @ $35,059.51|$452,035,202
815529|2023-11-06 05:43:01|+108.42612986 BTC (3,786,937.93 USD)|36,001.32172117 BTC|$1,257,397,742 @ $34,926.43|$447,244,265
815486|2023-11-05 22:16:51|+128.2741361 BTC (4,482,905.59 USD)|35,892.89559131 BTC|$1,254,379,621 @ $34,947.85|$448,013,082
815329|2023-11-04 22:54:12|+0.00000546 BTC (0.19 USD)|35,764.62145521 BTC|$1,244,435,288 @ $34,795.15|$442,551,655
815198|2023-11-04 04:10:04|+102.9276034 BTC (3,570,164.34 USD)|35,764.62144975 BTC|$1,240,537,735 @ $34,686.17|$438,654,102
815146|2023-11-03 19:23:48|+101.09973045 BTC (3,484,270.27 USD)|35,661.69384635 BTC|$1,229,033,738 @ $34,463.69|$430,720,269
815125|2023-11-03 16:11:59|+101.06193724 BTC (3,512,198.79 USD)|35,560.5941159 BTC|$1,235,834,965 @ $34,752.93|$441,005,766
815109|2023-11-03 13:16:24|+100.99939444 BTC (3,461,160.22 USD)|35,459.53217866 BTC|$1,215,166,912 @ $34,269.12|$423,849,912
815099|2023-11-03 11:57:06|+103.1112643 BTC (3,527,596.83 USD)|35,358.53278422 BTC|$1,209,670,437 @ $34,211.56|$421,814,598
815094|2023-11-03 11:15:42|+102.35212894 BTC (3,501,625.63 USD)|35,255.42151992 BTC|$1,206,142,841 @ $34,211.56|$421,814,598
814961|2023-11-02 12:54:22|+109.40479366 BTC (3,870,835.85 USD)|35,153.06939098 BTC|$1,243,745,880 @ $35,380.86|$462,919,263
814935|2023-11-02 08:41:34|+113.10982313 BTC (3,989,452.13 USD)|35,043.66459732 BTC|$1,236,011,326 @ $35,270.61|$459,055,545
814904|2023-11-02 03:09:03|+113.8997182 BTC (4,055,714.2 USD)|34,930.55477419 BTC|$1,243,798,923 @ $35,607.76|$470,832,594
813885|2023-10-26 10:25:34|+114.50459523 BTC (3,964,003.3 USD)|34,816.65505599 BTC|$1,205,308,269 @ $34,618.73|$436,397,654
813850|2023-10-26 06:01:26|+105.39256226 BTC (3,663,210.99 USD)|34,702.15046076 BTC|$1,206,169,547 @ $34,757.78|$441,222,935
813844|2023-10-26 05:03:50|+114.14369492 BTC (3,961,392.94 USD)|34,596.7578985 BTC|$1,200,691,396 @ $34,705.32|$439,407,995
813462|2023-10-23 11:36:19|-800.00043497 BTC (24,453,336.96 USD)|34,482.61420358 BTC|$1,054,018,157 @ $30,566.65|$296,696,150
812724|2023-10-18 10:21:34|-1,200.0006471 BTC (34,224,986.03 USD)|35,282.61463855 BTC|$1,006,288,618 @ $28,520.81|$224,513,274
811063|2023-10-07 15:33:27|-700.00026085 BTC (19,575,115.02 USD)|36,482.61528565 BTC|$1,020,215,892 @ $27,964.44|$204,215,561
810246|2023-10-02 07:13:33|+0.00000546 BTC (0.15 USD)|37,182.6155465 BTC|$1,043,503,717 @ $28,064.29|$207,928,272
810197|2023-10-01 23:17:25|+0.00001 BTC (0.27 USD)|37,182.61554104 BTC|$1,008,395,098 @ $27,120.07|$172,819,652
809691|2023-09-28 09:39:58|+101.75095833 BTC (2,693,007.84 USD)|37,182.61553104 BTC|$984,099,577 @ $26,466.66|$148,524,132
809608|2023-09-27 20:15:29|+104.29138735 BTC (2,734,263.02 USD)|37,080.86457271 BTC|$972,168,838 @ $26,217.53|$139,286,400
809546|2023-09-27 11:08:14|+101.29879288 BTC (2,661,011.98 USD)|36,976.57318536 BTC|$971,335,407 @ $26,268.94|$141,187,232
809268|2023-09-25 13:07:45|+107.92218172 BTC (2,814,494.52 USD)|36,875.27439248 BTC|$961,667,529 @ $26,078.93|$134,180,367
809262|2023-09-25 11:46:30|+103.69944828 BTC (2,708,976.36 USD)|36,767.35221076 BTC|$960,486,189 @ $26,123.34|$135,813,521
808825|2023-09-22 11:55:21|+111.23868081 BTC (2,965,328.8 USD)|36,663.65276248 BTC|$977,355,940 @ $26,657.35|$155,392,248
808561|2023-09-20 14:06:22|+101.49644827 BTC (2,750,304.66 USD)|36,552.41408167 BTC|$990,480,716 @ $27,097.55|$171,482,353
808436|2023-09-19 15:17:55|+106.81024621 BTC (2,900,765.36 USD)|36,450.9176334 BTC|$989,938,352 @ $27,158.12|$173,690,294
808364|2023-09-19 04:36:05|+116.99966933 BTC (3,127,091.06 USD)|36,344.10738719 BTC|$971,381,663 @ $26,727.35|$158,034,370
807560|2023-09-14 06:33:45|+109.93964152 BTC (2,887,009.61 USD)|36,227.10771786 BTC|$951,322,079 @ $26,259.95|$141,101,877
807528|2023-09-14 00:45:38|+99.99961336 BTC (2,625,360.25 USD)|36,117.16807634 BTC|$948,209,441 @ $26,253.7|$140,876,248
807401|2023-09-13 03:41:20|+104.9989846 BTC (2,724,196.2 USD)|36,017.16846298 BTC|$934,464,595 @ $25,944.98|$129,756,763
807350|2023-09-12 17:51:45|+106.94369971 BTC (2,796,967.82 USD)|35,912.16947838 BTC|$939,234,219 @ $26,153.65|$137,250,583
806800|2023-09-09 03:12:22|+108.87343895 BTC (2,817,279.3 USD)|35,805.22577867 BTC|$926,519,106 @ $25,876.64|$127,332,439
806612|2023-09-07 18:08:29|+103.50427054 BTC (2,671,341.74 USD)|35,696.35233972 BTC|$921,287,164 @ $25,809|$124,917,775
806562|2023-09-07 09:54:02|+107.39416708 BTC (2,766,905.01 USD)|35,592.84806918 BTC|$917,014,696 @ $25,764.02|$123,316,649
806500|2023-09-06 22:10:04|+105.03543596 BTC (2,698,158.58 USD)|35,485.4539021 BTC|$911,553,144 @ $25,688.08|$120,622,003
806478|2023-09-06 18:05:08|+113.71565391 BTC (2,910,977.4 USD)|35,380.41846614 BTC|$905,694,114 @ $25,598.74|$117,461,131
806333|2023-09-05 16:25:29|+105.48756973 BTC (2,713,691.88 USD)|35,266.70281223 BTC|$907,244,002 @ $25,725.23|$121,921,996
806312|2023-09-05 12:21:33|+104.95343229 BTC (2,705,552.31 USD)|35,161.2152425 BTC|$906,406,823 @ $25,778.6|$123,798,509
806217|2023-09-04 19:07:14|+119.99945063 BTC (3,105,897.64 USD)|35,056.26181021 BTC|$907,347,161 @ $25,882.6|$127,444,400
806215|2023-09-04 18:51:23|+119.99945063 BTC (3,100,615.08 USD)|34,936.26235958 BTC|$902,703,314 @ $25,838.58|$125,906,450
806067|2023-09-03 20:23:57|+612.59778719 BTC (15,879,049.6 USD)|34,816.26290895 BTC|$902,466,802 @ $25,920.84|$128,770,553
806042|2023-09-03 16:43:17|+108.19950176 BTC (2,804,694.44 USD)|34,203.66512176 BTC|$886,610,640 @ $25,921.51|$128,793,441
805928|2023-09-02 21:59:19|+103.35155164 BTC (2,664,765.01 USD)|34,095.46562 BTC|$879,100,531 @ $25,783.5|$124,088,026
805909|2023-09-02 19:29:25|+101.69692285 BTC (2,626,025.25 USD)|33,992.11406836 BTC|$877,746,814 @ $25,822.07|$125,399,074
805899|2023-09-02 18:16:39|+105.69482242 BTC (2,733,596.31 USD)|33,890.41714551 BTC|$876,511,425 @ $25,863.11|$126,789,710
805895|2023-09-02 17:37:46|+101.0761935 BTC (2,614,327.48 USD)|33,784.72232309 BTC|$873,839,079 @ $25,864.92|$126,850,961
805867|2023-09-02 13:22:52|+115.79383152 BTC (2,989,456.31 USD)|33,683.64612959 BTC|$869,612,716 @ $25,817.06|$125,238,925
805758|2023-09-01 20:26:43|+108.90097741 BTC (2,776,808.14 USD)|33,567.85229807 BTC|$855,928,822 @ $25,498.47|$114,544,488
805672|2023-09-01 05:36:17|+104.14937056 BTC (2,725,207.16 USD)|33,458.95132066 BTC|$875,498,077 @ $26,166.33|$136,890,551
805669|2023-09-01 05:20:02|+104.99929399 BTC (2,747,446.54 USD)|33,354.8019501 BTC|$872,772,870 @ $26,166.33|$136,890,551
805668|2023-09-01 05:10:46|+104.90261229 BTC (2,744,916.73 USD)|33,249.80265611 BTC|$870,025,424 @ $26,166.33|$136,890,551
805666|2023-09-01 05:03:21|+109.1494939 BTC (2,856,042.05 USD)|33,144.90004382 BTC|$867,280,507 @ $26,166.33|$136,890,551
805663|2023-09-01 04:39:12|+110.10650395 BTC (2,876,166.88 USD)|33,035.75054992 BTC|$862,949,310 @ $26,121.68|$135,415,396
805655|2023-09-01 03:28:51|+103.62380965 BTC (2,707,459.06 USD)|32,925.64404597 BTC|$860,273,654 @ $26,127.77|$135,615,907
805645|2023-09-01 01:45:39|+102.66149694 BTC (2,681,256.99 USD)|32,822.02023632 BTC|$857,227,624 @ $26,117.45|$135,277,336
805629|2023-08-31 23:13:17|+107.78932391 BTC (2,813,004.6 USD)|32,719.35873938 BTC|$853,885,184 @ $26,097.25|$134,616,153
805615|2023-08-31 20:21:42|+103.42912673 BTC (2,732,759.67 USD)|32,611.56941547 BTC|$861,648,788 @ $26,421.57|$145,192,761
805588|2023-08-31 16:32:26|+102.88663959 BTC (2,791,952.15 USD)|32,508.14028874 BTC|$882,147,307 @ $27,136.2|$168,424,040
805571|2023-08-31 14:17:24|+105.87975977 BTC (2,887,954.64 USD)|32,405.25364915 BTC|$883,879,059 @ $27,275.8|$172,947,745
805333|2023-08-29 19:23:25|+112.78372632 BTC (3,151,398.15 USD)|32,299.37388938 BTC|$902,507,752 @ $27,941.96|$194,464,392
805332|2023-08-29 19:13:44|+103.21907906 BTC (2,884,143.18 USD)|32,186.59016306 BTC|$899,356,354 @ $27,941.96|$194,464,392
805313|2023-08-29 16:09:14|+101.26708306 BTC (2,682,790.24 USD)|32,083.371084 BTC|$849,959,851 @ $26,492.22|$147,952,032
805297|2023-08-29 12:50:59|+100.70546754 BTC (2,615,539.82 USD)|31,982.10400094 BTC|$830,644,738 @ $25,972.17|$131,319,710
805275|2023-08-29 09:44:50|+104.22264218 BTC (2,712,416 USD)|31,881.3985334 BTC|$829,720,047 @ $26,025.21|$133,010,559
805238|2023-08-29 05:06:24|+115.56767578 BTC (3,015,387.37 USD)|31,777.17589122 BTC|$829,128,857 @ $26,091.96|$135,131,785
805134|2023-08-28 09:04:14|+102.38887011 BTC (2,655,731.87 USD)|31,661.60821544 BTC|$821,229,318 @ $25,937.7|$130,247,633
805108|2023-08-28 03:48:26|+100.76812345 BTC (2,624,233.77 USD)|31,559.21934533 BTC|$821,874,679 @ $26,042.3|$133,548,725
805054|2023-08-27 17:34:34|+107.12964858 BTC (2,802,329.32 USD)|31,458.45122188 BTC|$822,899,556 @ $26,158.3|$137,197,837
804999|2023-08-27 06:24:27|+106.85834562 BTC (2,781,904.07 USD)|31,351.3215733 BTC|$816,186,782 @ $26,033.57|$133,287,391
804907|2023-08-26 11:40:36|+100.7877754 BTC (2,623,111.22 USD)|31,244.46322768 BTC|$813,171,060 @ $26,026.09|$133,053,574
804717|2023-08-25 02:36:36|+109.44538386 BTC (2,862,024.81 USD)|31,143.67545228 BTC|$814,415,086 @ $26,150.26|$136,920,711
804652|2023-08-24 14:26:48|+102.80495407 BTC (2,717,532.47 USD)|31,034.23006842 BTC|$820,354,706 @ $26,433.87|$145,722,356
804615|2023-08-24 08:21:31|+117.214641 BTC (3,097,317.93 USD)|30,931.42511435 BTC|$817,342,074 @ $26,424.33|$145,427,256
804489|2023-08-23 11:29:47|+101.21185674 BTC (2,635,396.17 USD)|30,814.21047335 BTC|$802,353,153 @ $26,038.41|$133,535,654
804326|2023-08-22 09:00:01|+100.0336023 BTC (2,605,953.29 USD)|30,712.99861661 BTC|$800,097,546 @ $26,050.78|$133,915,443
804311|2023-08-22 05:24:34|+103.21383831 BTC (2,689,153.05 USD)|30,612.96501431 BTC|$797,596,035 @ $26,054.19|$134,019,885
804185|2023-08-21 10:34:36|+106.07772878 BTC (2,761,888.81 USD)|30,509.751176 BTC|$794,365,992 @ $26,036.46|$133,478,995
804137|2023-08-21 04:45:42|+105.36862714 BTC (2,753,651.62 USD)|30,403.67344722 BTC|$794,554,573 @ $26,133.51|$136,429,465
803976|2023-08-20 04:30:10|+100.83190245 BTC (2,629,385.47 USD)|30,298.30482008 BTC|$790,086,475 @ $26,076.92|$134,715,018
803881|2023-08-19 14:00:16|+120.23928321 BTC (3,116,768.23 USD)|30,197.47291763 BTC|$782,760,191 @ $25,921.38|$130,018,119
803759|2023-08-18 16:42:03|+124.93774511 BTC (3,278,651.29 USD)|30,077.23363442 BTC|$789,295,187 @ $26,242.28|$139,669,884
803747|2023-08-18 14:09:08|+149.99972475 BTC (3,963,273.84 USD)|29,952.29588931 BTC|$791,395,790 @ $26,421.87|$145,049,139
803691|2023-08-18 03:51:23|+108.1830503 BTC (2,882,961.89 USD)|29,802.29616456 BTC|$794,199,127 @ $26,648.92|$151,815,749
803335|2023-08-15 21:41:24|+116.95913202 BTC (3,420,118.46 USD)|29,694.11311426 BTC|$868,315,135 @ $29,242|$228,814,719
803297|2023-08-15 15:43:40|+107.3998419 BTC (3,156,799.41 USD)|29,577.15398224 BTC|$869,360,145 @ $29,392.96|$233,279,848
802628|2023-08-11 10:26:22|+106.73677791 BTC (3,141,435.14 USD)|29,469.75414034 BTC|$867,342,290 @ $29,431.61|$234,418,792
802598|2023-08-11 06:01:52|+108.84380335 BTC (3,200,179.12 USD)|29,363.01736243 BTC|$863,318,922 @ $29,401.57|$233,536,859
802411|2023-08-09 21:11:53|+113.85229909 BTC (3,365,644.22 USD)|29,254.17355908 BTC|$864,797,118 @ $29,561.5|$238,215,234
802367|2023-08-09 15:18:16|+111.96205532 BTC (3,353,704.89 USD)|29,140.32125999 BTC|$872,867,486 @ $29,953.94|$249,651,247
802349|2023-08-09 12:34:09|+104.09978833 BTC (3,101,424.73 USD)|29,028.35920467 BTC|$864,836,255 @ $29,792.81|$244,973,720
802296|2023-08-09 04:55:59|+134.84090636 BTC (4,018,056.43 USD)|28,924.25941634 BTC|$861,899,477 @ $29,798.5|$245,138,367
800856|2023-07-30 08:23:34|+0.0000546 BTC (1.6 USD)|28,789.41850998 BTC|$843,590,319 @ $29,302.1|$230,847,265
800553|2023-07-28 04:51:02|+100.41551076 BTC (2,936,892.77 USD)|28,789.41845538 BTC|$842,015,684 @ $29,247.4|$229,272,632
800542|2023-07-28 01:39:17|+103.17491691 BTC (3,012,720.84 USD)|28,689.00294462 BTC|$837,722,574 @ $29,200.13|$227,916,414
800521|2023-07-27 21:50:26|+106.09643395 BTC (3,092,689.2 USD)|28,585.82802771 BTC|$833,270,999 @ $29,149.79|$226,477,561
800506|2023-07-27 19:20:55|+119.71164282 BTC (3,504,998.48 USD)|28,479.73159376 BTC|$833,848,852 @ $29,278.68|$230,148,103
800483|2023-07-27 15:24:38|+110.87970606 BTC (3,268,136.3 USD)|28,360.01995094 BTC|$835,900,581 @ $29,474.61|$235,704,830
800457|2023-07-27 11:06:42|+103.81803867 BTC (3,061,312.54 USD)|28,249.14024488 BTC|$832,990,571 @ $29,487.29|$236,062,956
800265|2023-07-26 02:54:53|+109.19755262 BTC (3,189,436.1 USD)|28,145.32220621 BTC|$822,067,019 @ $29,207.94|$228,200,717
800164|2023-07-25 07:48:27|+112.12833596 BTC (3,263,521.3 USD)|28,036.12465359 BTC|$815,997,930 @ $29,105.23|$225,321,064
800129|2023-07-25 02:52:50|+118.46097585 BTC (3,455,376.01 USD)|27,923.99631763 BTC|$814,512,175 @ $29,168.9|$227,098,830
800070|2023-07-24 18:11:26|+111.28941092 BTC (3,237,377.4 USD)|27,805.53534178 BTC|$808,855,136 @ $29,089.72|$224,897,167
799620|2023-07-21 10:59:35|+0.000035 BTC (1.04 USD)|27,694.24593086 BTC|$824,903,636 @ $29,786.1|$244,183,045
799516|2023-07-20 13:47:55|+103.67103743 BTC (3,141,084.66 USD)|27,694.24589586 BTC|$839,096,174 @ $30,298.57|$258,375,584
799498|2023-07-20 10:17:37|+116.25661507 BTC (3,511,575.59 USD)|27,590.57485843 BTC|$833,383,883 @ $30,205.38|$255,804,378
799463|2023-07-20 04:51:22|+118.70963484 BTC (3,562,260.77 USD)|27,474.31824336 BTC|$824,454,444 @ $30,008.19|$250,386,514
799400|2023-07-19 16:40:34|+104.18014915 BTC (3,119,207.57 USD)|27,355.60860852 BTC|$819,041,076 @ $29,940.52|$248,535,407
799346|2023-07-19 08:31:58|+116.40462762 BTC (3,500,878.24 USD)|27,251.42845937 BTC|$819,588,834 @ $30,075.08|$252,202,373
799327|2023-07-19 05:54:39|+102.29963466 BTC (3,072,774.08 USD)|27,135.02383175 BTC|$815,054,698 @ $30,037|$251,169,115
799192|2023-07-18 09:12:25|+109.97856615 BTC (3,300,125.46 USD)|27,032.72419709 BTC|$811,170,617 @ $30,006.99|$250,357,808
799162|2023-07-18 05:37:37|+108.37931532 BTC (3,265,597.41 USD)|26,922.74563094 BTC|$811,214,281 @ $30,131.19|$253,701,598
799105|2023-07-17 20:37:10|+174.48632211 BTC (5,236,592.27 USD)|26,814.36631562 BTC|$804,738,742 @ $30,011.48|$250,491,656
798867|2023-07-16 05:01:01|+102.61290738 BTC (3,101,593.63 USD)|26,639.87999351 BTC|$805,221,140 @ $30,226.15|$256,210,646
798790|2023-07-15 16:45:34|+103.95212375 BTC (3,151,373.55 USD)|26,537.26708613 BTC|$804,493,825 @ $30,315.62|$258,584,925
798783|2023-07-15 14:46:18|+101.62107302 BTC (3,082,162.1 USD)|26,433.31496238 BTC|$801,721,130 @ $30,329.95|$258,963,603
798777|2023-07-15 13:39:24|+100.72299426 BTC (3,054,571.65 USD)|26,331.69388936 BTC|$798,547,007 @ $30,326.46|$258,871,642
798767|2023-07-15 12:08:21|+105.63424493 BTC (3,206,067.39 USD)|26,230.9708951 BTC|$796,126,865 @ $30,350.64|$259,506,072
798757|2023-07-15 10:15:32|+101.28950328 BTC (3,071,548.08 USD)|26,125.33665017 BTC|$792,236,363 @ $30,324.45|$258,821,638
798740|2023-07-15 06:59:50|+107.44234131 BTC (3,256,652.15 USD)|26,024.04714689 BTC|$788,806,983 @ $30,310.7|$258,463,806
798733|2023-07-15 05:31:30|+109.7414963 BTC (3,325,747.47 USD)|25,916.60480558 BTC|$785,410,129 @ $30,305.29|$258,323,604
798723|2023-07-15 03:55:07|+106.20460969 BTC (3,220,890.19 USD)|25,806.86330928 BTC|$782,650,330 @ $30,327.22|$258,889,552
798714|2023-07-15 02:22:35|+116.67969867 BTC (3,533,305.69 USD)|25,700.65869959 BTC|$778,269,782 @ $30,282.09|$257,729,895
798665|2023-07-14 16:37:00|+112.43475728 BTC (3,512,468.04 USD)|25,583.97900092 BTC|$799,244,919 @ $31,240.06|$282,238,337
798579|2023-07-14 02:51:02|+104.93101347 BTC (3,295,872.13 USD)|25,471.54424364 BTC|$800,058,534 @ $31,409.9|$286,564,420
798578|2023-07-14 02:33:22|+104.94703531 BTC (3,296,375.38 USD)|25,366.61323017 BTC|$796,762,662 @ $31,409.9|$286,564,420
798576|2023-07-14 01:32:43|+103.20782862 BTC (3,232,211.02 USD)|25,261.66619486 BTC|$791,132,194 @ $31,317.5|$284,230,327
798574|2023-07-14 00:35:22|+109.83573925 BTC (3,432,445.93 USD)|25,158.45836624 BTC|$786,219,937 @ $31,250.72|$282,550,281
798569|2023-07-13 23:46:00|+105.94097225 BTC (3,308,798.24 USD)|25,048.62262699 BTC|$782,330,355 @ $31,232.47|$282,093,145
798560|2023-07-13 22:06:16|+100.78087103 BTC (3,176,193.34 USD)|24,942.68165474 BTC|$786,089,449 @ $31,515.84|$289,161,037
798558|2023-07-13 21:48:14|+106.23247569 BTC (3,331,541.18 USD)|24,841.90078371 BTC|$779,063,227 @ $31,360.85|$285,311,009
798551|2023-07-13 20:36:13|+100.4460656 BTC (3,132,862.01 USD)|24,735.66830802 BTC|$771,492,990 @ $31,189.49|$281,072,313
798550|2023-07-13 20:26:39|+101.97541807 BTC (3,180,561.74 USD)|24,635.22224242 BTC|$768,360,128 @ $31,189.49|$281,072,313
798548|2023-07-13 20:02:05|+203.11284117 BTC (6,265,069.92 USD)|24,533.24682435 BTC|$756,734,561 @ $30,845.27|$272,627,308
798519|2023-07-13 14:27:08|+101.09387708 BTC (3,086,844.72 USD)|24,330.13398318 BTC|$742,906,968 @ $30,534.44|$265,064,785
798507|2023-07-13 11:36:11|+102.33900633 BTC (3,117,994.09 USD)|24,229.0401061 BTC|$738,193,643 @ $30,467.31|$263,438,305
798470|2023-07-13 05:15:38|+101.72231003 BTC (3,084,892 USD)|24,126.70109977 BTC|$731,680,860 @ $30,326.6|$260,043,516
798462|2023-07-13 03:00:38|+104.35718005 BTC (3,172,080.81 USD)|24,024.97878974 BTC|$730,272,457 @ $30,396.38|$261,720,005
798440|2023-07-12 23:19:38|+102.87296969 BTC (3,120,822.8 USD)|23,920.62160969 BTC|$725,671,880 @ $30,336.66|$260,291,509
798420|2023-07-12 20:13:30|+101.317107 BTC (3,087,224.53 USD)|23,817.74864 BTC|$725,748,495 @ $30,470.91|$263,488,947
798413|2023-07-12 19:02:33|+100.72225275 BTC (3,073,570.61 USD)|23,716.431533 BTC|$723,714,223 @ $30,515.31|$264,541,899
798402|2023-07-12 16:56:11|+104.66341817 BTC (3,215,619.39 USD)|23,615.70928025 BTC|$725,555,634 @ $30,723.43|$269,456,880
798387|2023-07-12 14:05:26|+100.94975622 BTC (3,105,955.16 USD)|23,511.04586208 BTC|$723,372,269 @ $30,767.34|$270,489,135
798253|2023-07-11 13:10:31|+103.53979276 BTC (3,148,594.9 USD)|23,410.09610586 BTC|$711,889,674 @ $30,409.52|$262,112,494
798234|2023-07-11 10:21:06|+105.09072324 BTC (3,209,881.52 USD)|23,306.5563131 BTC|$711,873,342 @ $30,543.91|$265,244,758
798203|2023-07-11 06:20:13|+105.0596523 BTC (3,201,860.37 USD)|23,201.46558986 BTC|$707,101,648 @ $30,476.59|$263,682,946
798081|2023-07-10 10:05:28|-0.10003972 BTC (3,011.3 USD)|23,096.40593756 BTC|$695,226,483 @ $30,101.07|$255,009,641
798052|2023-07-10 06:22:24|+108.73848091 BTC (3,278,773.41 USD)|23,096.50597728 BTC|$696,425,120 @ $30,152.83|$256,205,267
797970|2023-07-09 18:50:22|+109.08331502 BTC (3,307,790.23 USD)|22,987.76749637 BTC|$697,070,058 @ $30,323.52|$260,128,978
796955|2023-07-03 06:01:13|+0.000006 BTC (0.18 USD)|22,878.68418135 BTC|$703,901,509 @ $30,766.7|$270,268,219
796523|2023-06-30 09:44:59|+97.9290051 BTC (3,007,781.55 USD)|22,878.68417535 BTC|$702,693,589 @ $30,713.9|$269,060,299
796141|2023-06-27 13:20:49|-500.00044736 BTC (15,291,662.58 USD)|22,780.75517025 BTC|$696,710,619 @ $30,583.3|$266,085,111
795667|2023-06-24 07:44:02|-1,000.00117656 BTC (30,725,274.65 USD)|23,280.75561761 BTC|$715,306,769 @ $30,725.24|$269,389,598
795563|2023-06-23 12:31:22|-700.00082851 BTC (21,057,835.67 USD)|24,280.75679417 BTC|$730,427,973 @ $30,082.59|$253,785,528
795557|2023-06-23 11:03:06|+8.99476168 BTC (269,640.79 USD)|24,980.75762268 BTC|$748,861,548 @ $29,977.54|$251,161,267
795556|2023-06-23 10:53:09|+10 BTC (299,775.36 USD)|24,971.762861 BTC|$748,591,908 @ $29,977.54|$251,161,267
795555|2023-06-23 10:43:45|+5 BTC (149,887.68 USD)|24,961.762861 BTC|$748,292,132 @ $29,977.54|$251,161,267
795552|2023-06-23 10:35:58|+0.01987002 BTC (595.65 USD)|24,956.762861 BTC|$748,142,245 @ $29,977.54|$251,161,267
795409|2023-06-22 11:57:08|-500.00070086 BTC (15,065,287.6 USD)|24,956.74299098 BTC|$751,959,967 @ $30,130.53|$254,979,586
795192|2023-06-20 16:50:59|+101.89976926 BTC (2,727,727.84 USD)|25,456.74369184 BTC|$681,444,806 @ $26,768.73|$169,399,137
795116|2023-06-20 03:56:21|+108.07043384 BTC (2,913,279.92 USD)|25,354.84392258 BTC|$683,496,448 @ $26,957.23|$174,178,507
794976|2023-06-19 03:35:03|+100.39519216 BTC (2,649,906.89 USD)|25,246.77348874 BTC|$666,382,500 @ $26,394.76|$159,977,839
794960|2023-06-19 01:24:31|+0.00000546 BTC (0.14 USD)|25,146.37829658 BTC|$663,987,659 @ $26,404.9|$160,232,905
794956|2023-06-19 01:07:35|+0.00000546 BTC (0.14 USD)|25,146.37829112 BTC|$664,849,290 @ $26,439.17|$161,094,535
794953|2023-06-19 00:22:08|+0.00000546 BTC (0.14 USD)|25,146.37828566 BTC|$664,849,290 @ $26,439.17|$161,094,535
794597|2023-06-16 12:34:12|+100.88211706 BTC (2,581,125.26 USD)|25,146.3782802 BTC|$643,384,120 @ $25,585.56|$139,629,366
794564|2023-06-16 08:43:37|+102.61670893 BTC (2,623,294.46 USD)|25,045.49616314 BTC|$640,263,286 @ $25,564.01|$139,089,657
794518|2023-06-16 01:33:50|+106.54461219 BTC (2,726,735.97 USD)|24,942.87945421 BTC|$638,349,000 @ $25,592.43|$139,798,665
794440|2023-06-15 13:01:54|+103.33301038 BTC (2,576,721.82 USD)|24,836.33484202 BTC|$619,321,218 @ $24,936.1|$123,497,620
794424|2023-06-15 10:20:37|+102.00957177 BTC (2,550,502.56 USD)|24,733.00183164 BTC|$618,388,876 @ $25,002.58|$125,141,999
794409|2023-06-15 08:40:52|+103.96033575 BTC (2,598,246.21 USD)|24,630.99225987 BTC|$615,594,224 @ $24,992.67|$124,897,850
794402|2023-06-15 07:05:30|+100.97971331 BTC (2,527,924.53 USD)|24,527.03192412 BTC|$614,009,326 @ $25,033.98|$125,911,198
794385|2023-06-15 04:03:35|+105.55108532 BTC (2,653,407.97 USD)|24,426.05221081 BTC|$614,037,092 @ $25,138.61|$128,466,889
794375|2023-06-15 02:23:01|+114.60046409 BTC (2,878,720.22 USD)|24,320.50112549 BTC|$610,921,771 @ $25,119.62|$128,004,975
794284|2023-06-14 09:16:36|+105.92620294 BTC (2,744,239.22 USD)|24,205.9006614 BTC|$627,104,344 @ $25,907.09|$147,066,269
794264|2023-06-14 04:21:56|+109.63315184 BTC (2,854,259.77 USD)|24,099.97445846 BTC|$627,434,188 @ $26,034.64|$150,140,352
794243|2023-06-14 00:31:47|+104.40934299 BTC (2,699,727.95 USD)|23,990.34130662 BTC|$620,321,833 @ $25,857.15|$145,882,257
794140|2023-06-13 08:52:00|+111.09480383 BTC (2,899,385.05 USD)|23,885.93196363 BTC|$623,382,118 @ $26,098.3|$151,642,270
793808|2023-06-11 05:17:28|+0.00000546 BTC (0.14 USD)|23,774.8371598 BTC|$612,381,845 @ $25,757.56|$143,541,382
793568|2023-06-09 15:47:56|+105.11496564 BTC (2,804,222.07 USD)|23,774.83715434 BTC|$634,257,193 @ $26,677.67|$165,416,730
793494|2023-06-09 06:25:14|+119.91230158 BTC (3,174,015.55 USD)|23,669.7221887 BTC|$626,525,096 @ $26,469.47|$160,488,855
793474|2023-06-09 03:32:49|+117.21810773 BTC (3,107,282.8 USD)|23,549.80988712 BTC|$624,271,460 @ $26,508.56|$161,409,234
793105|2023-06-06 14:18:11|+104.05440742 BTC (2,667,467.69 USD)|23,432.59177939 BTC|$600,701,911 @ $25,635.32|$140,946,968
793010|2023-06-05 23:56:26|+119.99883907 BTC (3,071,441.56 USD)|23,328.53737197 BTC|$597,107,769 @ $25,595.59|$140,020,294
792950|2023-06-05 13:46:48|+101.78634094 BTC (2,724,237.59 USD)|23,208.5385329 BTC|$621,159,701 @ $26,764.27|$167,143,667
792937|2023-06-05 10:34:22|+113.63413712 BTC (3,048,760.49 USD)|23,106.75219196 BTC|$619,945,335 @ $26,829.62|$168,653,539
