block|time|amount|balance|balanceUSD|profit
828931|2024-02-04 21:30:51|+102.18977282 BTC (4,358,515.61 USD)|43,444.46534886 BTC|$1,852,958,227 @ $42,651.19|$742,878,583
828637|2024-02-03 00:21:01|+103.39480188 BTC (4,462,803.92 USD)|43,342.27557604 BTC|$1,870,771,779 @ $43,162.75|$765,050,651
828201|2024-01-31 06:38:51|+100.3567691 BTC (4,310,750.49 USD)|43,238.88077416 BTC|$1,857,294,014 @ $42,954.26|$756,035,690
828200|2024-01-31 06:29:08|+104.46670383 BTC (4,487,289.68 USD)|43,138.52400506 BTC|$1,852,983,263 @ $42,954.26|$756,035,690
828199|2024-01-31 06:28:03|+100.86180927 BTC (4,332,444.12 USD)|43,034.05730123 BTC|$1,848,495,974 @ $42,954.26|$756,035,690
828198|2024-01-31 06:13:39|+100.20436804 BTC (4,304,204.22 USD)|42,933.19549196 BTC|$1,844,163,530 @ $42,954.26|$756,035,690
828197|2024-01-31 06:05:43|+101.13254777 BTC (4,344,073.49 USD)|42,832.99112392 BTC|$1,839,859,325 @ $42,954.26|$756,035,690
828196|2024-01-31 05:54:28|+202.01124671 BTC (8,674,493.9 USD)|42,731.85857615 BTC|$1,834,933,712 @ $42,940.65|$755,454,150
828194|2024-01-31 05:26:45|+108.92267477 BTC (4,677,210.27 USD)|42,529.84732944 BTC|$1,826,259,218 @ $42,940.65|$755,454,150
828193|2024-01-31 05:22:26|+311.49718017 BTC (13,375,890.87 USD)|42,420.92465467 BTC|$1,821,582,008 @ $42,940.65|$755,454,150
828192|2024-01-31 05:09:31|+104.4868567 BTC (4,486,733.37 USD)|42,109.4274745 BTC|$1,808,206,117 @ $42,940.65|$755,454,150
828191|2024-01-31 04:33:08|+101.79708521 BTC (4,365,887.69 USD)|42,004.9406178 BTC|$1,801,513,792 @ $42,888.14|$753,248,559
828190|2024-01-31 04:29:36|+111.85755528 BTC (4,797,362.54 USD)|41,903.14353259 BTC|$1,797,147,905 @ $42,888.14|$753,248,559
828189|2024-01-31 04:17:23|+225.14144105 BTC (9,655,897.74 USD)|41,791.28597731 BTC|$1,792,350,542 @ $42,888.14|$753,248,559
828188|2024-01-31 04:02:38|+233.18184341 BTC (9,980,919.12 USD)|41,566.14453626 BTC|$1,779,162,222 @ $42,803.16|$749,716,137
828187|2024-01-31 03:33:17|+230.82674658 BTC (9,880,113.54 USD)|41,332.96269285 BTC|$1,769,181,303 @ $42,803.16|$749,716,137
828179|2024-01-31 02:27:39|-2,500.00286015 BTC (107,399,919.85 USD)|41,102.13594627 BTC|$1,765,744,422 @ $42,959.92|$756,159,369
827327|2024-01-25 17:52:36|+0.00000546 BTC (0.22 USD)|43,602.13880642 BTC|$1,734,339,441 @ $39,776.48|$617,354,468
826923|2024-01-23 04:19:44|+102.49318638 BTC (4,103,797.8 USD)|43,602.13880096 BTC|$1,745,817,136 @ $40,039.71|$628,832,163
826910|2024-01-23 02:08:47|+100.05527884 BTC (3,983,195.64 USD)|43,499.64561458 BTC|$1,731,718,716 @ $39,809.95|$618,837,541
826902|2024-01-23 01:22:35|+100.54721635 BTC (3,991,888.78 USD)|43,399.59033574 BTC|$1,723,034,648 @ $39,701.63|$614,136,668
826883|2024-01-22 22:05:12|+103.71247867 BTC (4,158,618.66 USD)|43,299.04311939 BTC|$1,736,186,530 @ $40,097.57|$631,280,440
826784|2024-01-22 07:29:20|+101.10236917 BTC (4,159,589.09 USD)|43,195.33064072 BTC|$1,777,157,426 @ $41,142.35|$676,409,954
826359|2024-01-19 07:12:37|+102.94571071 BTC (4,246,283.26 USD)|43,094.22827155 BTC|$1,777,541,762 @ $41,247.79|$680,953,879
826354|2024-01-19 06:27:36|+116.36446238 BTC (4,789,392.1 USD)|42,991.28256084 BTC|$1,769,458,688 @ $41,158.55|$677,117,089
826329|2024-01-19 01:31:04|+100.08930779 BTC (4,130,296.06 USD)|42,874.91809846 BTC|$1,769,280,947 @ $41,266.11|$681,728,739
826315|2024-01-18 23:41:55|+104.970889 BTC (4,328,552.28 USD)|42,774.82879067 BTC|$1,763,851,714 @ $41,235.74|$680,429,803
826311|2024-01-18 23:32:17|+0.00000546 BTC (0.23 USD)|42,669.85790167 BTC|$1,759,523,162 @ $41,235.74|$680,429,803
826304|2024-01-18 22:32:00|+101.19893745 BTC (4,145,378.98 USD)|42,669.85789621 BTC|$1,747,871,435 @ $40,962.67|$668,778,076
826122|2024-01-17 13:54:17|+102.88166193 BTC (4,387,985.61 USD)|42,568.65895876 BTC|$1,815,587,536 @ $42,650.8|$740,639,557
826001|2024-01-16 10:23:03|+100.26676291 BTC (4,308,313.62 USD)|42,465.77729683 BTC|$1,824,691,267 @ $42,968.51|$754,131,273
825869|2024-01-15 09:51:17|+101.46328889 BTC (4,331,592 USD)|42,365.51053392 BTC|$1,808,635,502 @ $42,691.22|$742,383,822
825827|2024-01-15 01:30:35|+103.34712419 BTC (4,342,224.66 USD)|42,264.04724503 BTC|$1,775,762,892 @ $42,015.92|$713,842,804
825817|2024-01-14 23:50:12|+102.08903863 BTC (4,335,628.33 USD)|42,160.70012084 BTC|$1,790,526,471 @ $42,469.09|$732,948,607
825745|2024-01-14 10:54:42|+118.40095651 BTC (5,082,640.29 USD)|42,058.61108221 BTC|$1,805,465,071 @ $42,927.36|$752,222,836
825701|2024-01-14 01:39:51|+102.42132075 BTC (4,385,257.53 USD)|41,940.2101257 BTC|$1,795,706,409 @ $42,815.87|$747,546,814
825628|2024-01-13 15:22:11|+100.12197773 BTC (4,278,824.11 USD)|41,837.78880495 BTC|$1,787,984,450 @ $42,736.11|$744,210,113
825589|2024-01-13 08:54:17|+102.45485088 BTC (4,421,578.93 USD)|41,737.66682722 BTC|$1,801,245,979 @ $43,156.36|$761,750,465
825556|2024-01-13 03:47:27|+101.08407806 BTC (4,317,704.51 USD)|41,635.21197634 BTC|$1,778,406,113 @ $42,713.99|$743,332,178
825545|2024-01-13 02:14:18|+101.69708192 BTC (4,345,098.18 USD)|41,534.12789828 BTC|$1,774,582,518 @ $42,725.89|$743,826,288
825541|2024-01-13 01:35:41|+100.55988172 BTC (4,311,011.48 USD)|41,432.43081636 BTC|$1,776,212,163 @ $42,870.09|$749,801,031
825540|2024-01-13 01:15:01|+100.90816359 BTC (4,325,942.36 USD)|41,331.87093464 BTC|$1,771,901,152 @ $42,870.09|$749,801,031
825536|2024-01-13 00:43:35|+106.20970025 BTC (4,544,142.16 USD)|41,230.96277105 BTC|$1,764,051,267 @ $42,784.62|$746,277,089
825513|2024-01-12 21:30:28|+99.99733646 BTC (4,369,449.23 USD)|41,124.7530708 BTC|$1,796,973,069 @ $43,695.66|$783,743,033
825506|2024-01-12 20:39:53|+101.64304965 BTC (4,422,305.81 USD)|41,024.75573434 BTC|$1,784,913,146 @ $43,508.2|$776,052,559
825500|2024-01-12 20:08:33|+100.34980486 BTC (4,372,624.94 USD)|40,923.11268469 BTC|$1,783,176,591 @ $43,573.83|$778,738,310
825492|2024-01-12 19:41:04|+207.92489436 BTC (9,060,083.17 USD)|40,822.76287983 BTC|$1,778,803,966 @ $43,573.83|$778,738,310
825486|2024-01-12 18:57:42|+101.09016129 BTC (4,404,057.53 USD)|40,614.83798547 BTC|$1,769,411,392 @ $43,565.64|$778,405,820
825484|2024-01-12 18:40:37|+102.60129701 BTC (4,469,891.12 USD)|40,513.74782418 BTC|$1,765,007,335 @ $43,565.64|$778,405,820
825482|2024-01-12 18:28:56|+100.73251976 BTC (4,388,476.65 USD)|40,411.14652717 BTC|$1,760,537,444 @ $43,565.64|$778,405,820
825478|2024-01-12 18:05:47|+102.66087086 BTC (4,541,857.68 USD)|40,310.41400741 BTC|$1,783,387,983 @ $44,241.37|$805,644,836
825373|2024-01-12 01:17:25|+101.81957249 BTC (4,717,550.59 USD)|40,207.75313655 BTC|$1,862,923,847 @ $46,332.45|$889,722,557
825345|2024-01-11 20:00:54|+101.79006261 BTC (4,728,356.73 USD)|40,105.93356406 BTC|$1,863,002,693 @ $46,452.05|$894,518,954
825334|2024-01-11 18:34:16|+101.87341751 BTC (4,716,249.28 USD)|40,004.14350145 BTC|$1,851,999,446 @ $46,295.19|$888,244,064
825329|2024-01-11 18:17:09|+100.931148 BTC (4,672,626.73 USD)|39,902.27008394 BTC|$1,847,283,197 @ $46,295.19|$888,244,064
825273|2024-01-11 10:47:22|+101.96014027 BTC (4,718,912.85 USD)|39,801.33893594 BTC|$1,842,083,084 @ $46,281.94|$887,716,577
825272|2024-01-11 10:40:39|+201.72552637 BTC (9,336,248.22 USD)|39,699.37879567 BTC|$1,837,364,171 @ $46,281.94|$887,716,577
825269|2024-01-11 10:16:23|+101.57566043 BTC (4,701,118.37 USD)|39,497.6532693 BTC|$1,828,027,923 @ $46,281.94|$887,716,577
825267|2024-01-11 10:07:32|+100.07702637 BTC (4,618,681.49 USD)|39,396.07760887 BTC|$1,818,178,868 @ $46,151.27|$882,568,640
825189|2024-01-10 23:25:08|+0.00000546 BTC (0.25 USD)|39,296.0005825 BTC|$1,813,152,156 @ $46,140.88|$882,160,610
825131|2024-01-10 13:33:26|+0.00000546 BTC (0.25 USD)|39,296.00057704 BTC|$1,781,601,491 @ $45,337.99|$850,609,946
824973|2024-01-09 10:20:17|-840.00310949 BTC (39,157,663.82 USD)|39,296.00057158 BTC|$1,831,826,052 @ $46,616.09|$900,834,507
824544|2024-01-06 02:41:32|+100.19494191 BTC (4,413,892.78 USD)|40,136.00368107 BTC|$1,768,113,374 @ $44,053.05|$797,964,165
824511|2024-01-05 20:37:38|+100.63309991 BTC (4,387,639.08 USD)|40,035.80873916 BTC|$1,745,575,554 @ $43,600.36|$779,840,238
824335|2024-01-04 17:21:48|+413.95514618 BTC (18,202,598.32 USD)|39,935.17563925 BTC|$1,756,045,233 @ $43,972.39|$794,697,556
824331|2024-01-04 16:54:37|+209.46337201 BTC (9,173,758.26 USD)|39,521.22049307 BTC|$1,730,890,319 @ $43,796.48|$787,745,240
824330|2024-01-04 16:42:39|+104.21451082 BTC (4,564,228.68 USD)|39,311.75712106 BTC|$1,721,716,561 @ $43,796.48|$787,745,240
824327|2024-01-04 16:34:32|+317.57232234 BTC (13,908,549.67 USD)|39,207.54261024 BTC|$1,717,152,332 @ $43,796.48|$787,745,240
824326|2024-01-04 16:11:45|+107.75553679 BTC (4,719,313.15 USD)|38,889.9702879 BTC|$1,703,243,783 @ $43,796.48|$787,745,240
824324|2024-01-04 16:05:47|+111.45566884 BTC (4,833,657.21 USD)|38,782.21475111 BTC|$1,681,923,710 @ $43,368.43|$771,144,481
824323|2024-01-04 16:04:31|+105.28036244 BTC (4,565,843.88 USD)|38,670.75908227 BTC|$1,677,090,053 @ $43,368.43|$771,144,481
824322|2024-01-04 15:51:08|+107.35535699 BTC (4,655,833.13 USD)|38,565.47871983 BTC|$1,672,524,209 @ $43,368.43|$771,144,481
824173|2024-01-03 17:14:33|+0.005 BTC (214.96 USD)|38,458.12336284 BTC|$1,653,396,957 @ $42,992.14|$756,673,062
824002|2024-01-02 14:10:56|-2,500.00796831 BTC (113,696,615.29 USD)|38,458.11836284 BTC|$1,749,017,581 @ $45,478.5|$852,293,901
823775|2023-12-31 22:44:43|+0.00019559 BTC (8.33 USD)|40,958.12633115 BTC|$1,744,959,087 @ $42,603.49|$734,538,792
823022|2023-12-26 14:56:23|+100.23636029 BTC (4,284,103.25 USD)|40,958.12613556 BTC|$1,750,550,805 @ $42,740.01|$740,130,518
823021|2023-12-26 14:53:41|+100.72511669 BTC (4,304,992.7 USD)|40,857.88977527 BTC|$1,746,266,702 @ $42,740.01|$740,130,518
823020|2023-12-26 14:30:35|+303.20096818 BTC (12,958,813.04 USD)|40,757.16465858 BTC|$1,741,961,709 @ $42,740.01|$740,130,518
823018|2023-12-26 13:54:05|+810.18508637 BTC (34,582,965.55 USD)|40,453.9636904 BTC|$1,726,788,183 @ $42,685.27|$737,915,805
823017|2023-12-26 13:08:50|+302.82696566 BTC (12,911,783.14 USD)|39,643.77860403 BTC|$1,690,311,400 @ $42,637.49|$736,021,987
823016|2023-12-26 13:05:45|+202.62827798 BTC (8,639,562.13 USD)|39,340.95163837 BTC|$1,677,399,616 @ $42,637.49|$736,021,987
823012|2023-12-26 12:44:28|+305.34442772 BTC (13,019,121.41 USD)|39,138.32336039 BTC|$1,668,760,054 @ $42,637.49|$736,021,987
823011|2023-12-26 12:31:44|+203.66755543 BTC (8,683,874.31 USD)|38,832.97893267 BTC|$1,655,740,933 @ $42,637.49|$736,021,987
823010|2023-12-26 12:12:19|+513.44857703 BTC (21,892,160.97 USD)|38,629.31137724 BTC|$1,647,057,059 @ $42,637.49|$736,021,987
823009|2023-12-26 11:38:49|+206.5112952 BTC (8,781,738.92 USD)|38,115.86280021 BTC|$1,620,848,659 @ $42,524.25|$731,705,749
823008|2023-12-26 11:30:22|+302.22752672 BTC (12,852,000.33 USD)|37,909.35150501 BTC|$1,612,066,920 @ $42,524.25|$731,705,749
823007|2023-12-26 11:30:17|+100.13765286 BTC (4,258,279.06 USD)|37,607.12397829 BTC|$1,599,214,920 @ $42,524.25|$731,705,749
823006|2023-12-26 10:42:48|+1,526.67844696 BTC (65,169,588.48 USD)|37,506.98632543 BTC|$1,601,067,251 @ $42,687.17|$737,816,359
823005|2023-12-26 09:53:00|+304.17973333 BTC (13,002,924.98 USD)|35,980.30787847 BTC|$1,538,068,428 @ $42,747.51|$739,987,124
823004|2023-12-26 09:48:12|+639.10753614 BTC (27,320,253.25 USD)|35,676.12814514 BTC|$1,525,065,503 @ $42,747.51|$739,987,124
823002|2023-12-26 09:39:30|+318.8567602 BTC (13,630,331.28 USD)|35,037.020609 BTC|$1,497,745,249 @ $42,747.51|$739,987,124
823000|2023-12-26 09:24:15|+307.824624 BTC (13,158,734.97 USD)|34,718.1638488 BTC|$1,484,114,918 @ $42,747.51|$739,987,124
822998|2023-12-26 09:13:20|+954.74256215 BTC (40,812,863.42 USD)|34,410.3392248 BTC|$1,470,956,183 @ $42,747.51|$739,987,124
822996|2023-12-26 08:55:05|+204.78120276 BTC (8,758,952.85 USD)|33,455.59666265 BTC|$1,430,971,152 @ $42,772.25|$740,814,956
822995|2023-12-26 08:46:46|+311.77096693 BTC (13,335,145.81 USD)|33,250.81545989 BTC|$1,422,212,199 @ $42,772.25|$740,814,956
822993|2023-12-26 08:29:33|+111.8924859 BTC (4,785,893.41 USD)|32,939.04449296 BTC|$1,408,877,053 @ $42,772.25|$740,814,956
822991|2023-12-26 08:16:18|+132.71684089 BTC (5,676,597.93 USD)|32,827.15200706 BTC|$1,404,091,160 @ $42,772.25|$740,814,956
822903|2023-12-25 19:03:42|-3,000.01879238 BTC (130,726,643.56 USD)|32,694.43516617 BTC|$1,424,669,000 @ $43,575.27|$767,069,394
822080|2023-12-20 14:35:01|-3,000.10506282 BTC (129,381,183.92 USD)|35,694.45395855 BTC|$1,539,342,995 @ $43,125.55|$751,016,746
821728|2023-12-18 08:18:36|-1,500.01260406 BTC (61,835,196.57 USD)|38,694.55902137 BTC|$1,595,110,372 @ $41,223.12|$677,402,939
820850|2023-12-12 14:24:32|+100.3940819 BTC (4,203,197.13 USD)|40,194.57162543 BTC|$1,682,825,370 @ $41,866.98|$703,282,740
820835|2023-12-12 11:37:49|+101.20883254 BTC (4,234,431.9 USD)|40,094.17754353 BTC|$1,677,482,689 @ $41,838.56|$702,143,256
820834|2023-12-12 11:15:45|+202.85914754 BTC (8,487,334.8 USD)|39,992.96871099 BTC|$1,673,248,257 @ $41,838.56|$702,143,256
820831|2023-12-12 11:04:16|+303.24819934 BTC (12,687,468.26 USD)|39,790.10956345 BTC|$1,664,760,922 @ $41,838.56|$702,143,256
820828|2023-12-12 10:28:42|+102.01666925 BTC (4,278,365.36 USD)|39,486.86136411 BTC|$1,655,996,231 @ $41,937.9|$706,066,034
820827|2023-12-12 10:23:10|+308.31949873 BTC (12,930,273.78 USD)|39,384.84469486 BTC|$1,651,717,866 @ $41,937.9|$706,066,034
820826|2023-12-12 09:59:19|+509.2577171 BTC (21,331,594.43 USD)|39,076.52519613 BTC|$1,636,822,692 @ $41,887.62|$704,101,133
820825|2023-12-12 09:21:03|+102.66770914 BTC (4,300,506.13 USD)|38,567.26747903 BTC|$1,615,491,097 @ $41,887.62|$704,101,133
820824|2023-12-12 09:17:09|+108.02163475 BTC (4,524,769.34 USD)|38,464.59976989 BTC|$1,611,190,591 @ $41,887.62|$704,101,133
820823|2023-12-12 09:11:45|+116.4142988 BTC (4,876,318.07 USD)|38,356.57813514 BTC|$1,606,665,822 @ $41,887.62|$704,101,133
820822|2023-12-12 09:06:41|+330.67637242 BTC (13,851,246.68 USD)|38,240.16383634 BTC|$1,601,789,504 @ $41,887.62|$704,101,133
820638|2023-12-11 05:10:20|-3,000.01790898 BTC (126,662,770.89 USD)|37,909.48746392 BTC|$1,600,564,020 @ $42,220.67|$716,726,896
820238|2023-12-08 11:04:47|+0.00069 BTC (29.81 USD)|40,909.5053729 BTC|$1,767,235,688 @ $43,198.66|$756,735,794
820141|2023-12-07 15:50:03|+100.14730384 BTC (4,336,284.93 USD)|40,909.5046829 BTC|$1,771,343,430 @ $43,299.07|$760,843,565
820122|2023-12-07 10:27:37|+106.0857584 BTC (4,607,194.42 USD)|40,809.35737906 BTC|$1,772,308,051 @ $43,428.96|$766,144,471
820014|2023-12-06 16:48:19|+117.39605145 BTC (5,166,747.42 USD)|40,703.27162066 BTC|$1,791,402,021 @ $44,011.25|$789,845,635
820009|2023-12-06 15:29:32|+274.81175911 BTC (12,120,115.5 USD)|40,585.87556921 BTC|$1,789,972,529 @ $44,103.34|$793,582,891
820000|2023-12-06 13:07:36|+109.90629077 BTC (4,821,118.27 USD)|40,311.0638101 BTC|$1,768,273,724 @ $43,865.72|$784,004,201
819984|2023-12-06 10:16:20|+103.99341368 BTC (4,552,182.94 USD)|40,201.15751933 BTC|$1,759,755,902 @ $43,773.76|$780,307,497
819976|2023-12-06 08:54:26|+104.8958516 BTC (4,575,382.01 USD)|40,097.16410565 BTC|$1,748,971,391 @ $43,618.33|$774,075,169
819967|2023-12-06 06:57:22|+101.08954146 BTC (4,419,602.07 USD)|39,992.26825405 BTC|$1,748,449,038 @ $43,719.68|$778,128,199
819966|2023-12-06 06:41:49|+102.78949989 BTC (4,493,923.7 USD)|39,891.17871259 BTC|$1,744,029,436 @ $43,719.68|$778,128,199
819952|2023-12-06 05:02:41|+102.26679787 BTC (4,482,028.63 USD)|39,788.3892127 BTC|$1,743,798,606 @ $43,826.82|$782,391,292
819949|2023-12-06 04:03:32|+106.48744699 BTC (4,667,006.26 USD)|39,686.12241483 BTC|$1,739,316,577 @ $43,826.82|$782,391,292
819947|2023-12-06 03:44:31|+103.13810576 BTC (4,516,898.69 USD)|39,579.63496784 BTC|$1,733,376,814 @ $43,794.66|$781,118,535
819946|2023-12-06 03:26:40|+101.76446534 BTC (4,456,740.57 USD)|39,476.49686208 BTC|$1,728,859,915 @ $43,794.66|$781,118,535
819913|2023-12-05 19:25:13|+114.43894653 BTC (4,984,303.79 USD)|39,374.73239674 BTC|$1,714,937,388 @ $43,554.26|$771,652,748
819896|2023-12-05 15:44:04|+100.05562368 BTC (4,198,222.55 USD)|39,260.29345021 BTC|$1,647,318,193 @ $41,958.89|$709,017,857
819849|2023-12-05 08:39:04|+103.48868659 BTC (4,304,466.03 USD)|39,160.23782653 BTC|$1,628,814,886 @ $41,593.59|$694,712,773
819830|2023-12-05 06:14:30|+106.5052188 BTC (4,454,825.79 USD)|39,056.74913994 BTC|$1,633,638,380 @ $41,827.3|$703,840,733
819817|2023-12-05 03:22:12|+112.9124739 BTC (4,712,090.12 USD)|38,950.24392114 BTC|$1,625,480,809 @ $41,732.24|$700,137,987
819725|2023-12-04 11:42:32|+102.39707591 BTC (4,268,451.56 USD)|38,837.33144724 BTC|$1,618,945,331 @ $41,685.29|$698,314,600
819708|2023-12-04 09:49:03|+100.93811635 BTC (4,184,973.28 USD)|38,734.93437133 BTC|$1,605,980,687 @ $41,460.78|$689,618,407
819700|2023-12-04 08:54:28|+101.28212439 BTC (4,199,421.27 USD)|38,633.99625498 BTC|$1,601,866,337 @ $41,462.61|$689,689,031
819696|2023-12-04 08:26:27|+100.1581009 BTC (4,152,816.32 USD)|38,532.71413059 BTC|$1,597,666,916 @ $41,462.61|$689,689,031
819686|2023-12-04 06:51:59|+100.25537343 BTC (4,124,938.31 USD)|38,432.55602969 BTC|$1,581,281,056 @ $41,144.31|$677,455,987
819676|2023-12-04 05:41:40|+102.09949193 BTC (4,160,191.94 USD)|38,332.30065626 BTC|$1,561,905,209 @ $40,746.45|$662,205,078
819674|2023-12-04 05:11:19|+103.84415531 BTC (4,231,280.78 USD)|38,230.20116433 BTC|$1,557,745,017 @ $40,746.45|$662,205,078
819670|2023-12-04 04:51:15|+101.49725199 BTC (4,133,879.84 USD)|38,126.35700902 BTC|$1,552,847,743 @ $40,728.98|$661,539,085
819668|2023-12-04 04:30:07|+106.53177195 BTC (4,338,930.72 USD)|38,024.85975703 BTC|$1,548,713,863 @ $40,728.98|$661,539,085
819661|2023-12-04 03:54:22|+102.74114851 BTC (4,170,511.67 USD)|37,918.32798508 BTC|$1,539,196,629 @ $40,592.42|$656,360,782
819657|2023-12-04 03:10:05|+100.93765523 BTC (4,076,168.74 USD)|37,815.58683657 BTC|$1,527,108,122 @ $40,383.03|$648,442,786
819655|2023-12-04 02:53:06|+100.90597258 BTC (4,074,889.3 USD)|37,714.64918134 BTC|$1,523,031,953 @ $40,383.03|$648,442,786
819648|2023-12-04 02:02:11|+101.78854852 BTC (4,078,781.54 USD)|37,613.74320876 BTC|$1,507,224,965 @ $40,071.12|$636,710,688
819640|2023-12-04 00:52:19|+100.05063534 BTC (4,003,670.82 USD)|37,511.95466024 BTC|$1,501,095,098 @ $40,016.45|$634,659,602
819578|2023-12-03 16:37:10|+101.07562922 BTC (4,001,915.43 USD)|37,411.9040249 BTC|$1,481,259,895 @ $39,593.28|$618,828,070
819547|2023-12-03 12:54:31|+101.41325587 BTC (4,006,553.33 USD)|37,310.82839568 BTC|$1,474,046,191 @ $39,507.2|$615,616,282
819535|2023-12-03 10:22:42|+101.38312524 BTC (3,998,273.76 USD)|37,209.41513981 BTC|$1,467,437,780 @ $39,437.27|$613,014,424
819514|2023-12-03 07:02:40|+101.90111405 BTC (4,013,511.15 USD)|37,108.03201457 BTC|$1,461,549,282 @ $39,386.33|$611,124,199
819440|2023-12-02 18:18:04|+100.08468882 BTC (3,879,753.1 USD)|37,006.13090052 BTC|$1,434,531,624 @ $38,764.7|$588,120,052
819434|2023-12-02 17:29:28|+103.41297887 BTC (4,011,194.18 USD)|36,906.0462117 BTC|$1,431,515,844 @ $38,788.11|$588,984,025
819415|2023-12-02 12:54:00|+103.19472732 BTC (3,997,983.9 USD)|36,802.63323283 BTC|$1,425,812,528 @ $38,742.13|$587,291,904
819258|2023-12-01 11:51:39|+102.66585429 BTC (3,966,063.43 USD)|36,699.43850551 BTC|$1,417,728,436 @ $38,630.79|$583,205,796
819200|2023-12-01 03:32:23|+104.1685539 BTC (3,949,734.51 USD)|36,596.77265122 BTC|$1,387,631,203 @ $37,916.76|$557,074,626
819099|2023-11-30 11:17:53|+118.8767116 BTC (4,485,098.64 USD)|36,492.60409732 BTC|$1,376,829,210 @ $37,728.99|$550,222,367
818715|2023-11-27 17:07:01|+105.73613698 BTC (3,903,493.51 USD)|36,373.72738572 BTC|$1,342,820,087 @ $36,917.31|$520,698,343
818703|2023-11-27 15:45:57|+105.54635502 BTC (3,892,794.9 USD)|36,267.99124874 BTC|$1,337,647,817 @ $36,882.32|$519,429,567
818134|2023-11-23 20:04:24|+103.22218159 BTC (3,843,446.6 USD)|36,162.44489372 BTC|$1,346,497,661 @ $37,234.7|$532,172,205
818110|2023-11-23 14:40:11|+100.78317422 BTC (3,761,061.47 USD)|36,059.22271213 BTC|$1,345,670,588 @ $37,318.35|$535,188,579
818109|2023-11-23 14:32:33|+308.05840152 BTC (11,496,230.34 USD)|35,958.43953791 BTC|$1,341,909,526 @ $37,318.35|$535,188,579
818108|2023-11-23 14:13:15|+202.11711084 BTC (7,542,676.49 USD)|35,650.38113639 BTC|$1,330,413,296 @ $37,318.35|$535,188,579
818107|2023-11-23 13:55:03|+105.86577371 BTC (3,957,221.96 USD)|35,448.26402555 BTC|$1,325,042,495 @ $37,379.62|$537,360,455
818105|2023-11-23 13:48:55|+100.75756654 BTC (3,766,279.14 USD)|35,342.39825184 BTC|$1,321,085,273 @ $37,379.62|$537,360,455
818103|2023-11-23 13:42:41|+103.93298845 BTC (3,884,975.19 USD)|35,241.6406853 BTC|$1,317,318,994 @ $37,379.62|$537,360,455
818102|2023-11-23 13:33:13|+206.42145291 BTC (7,715,954.63 USD)|35,137.70769685 BTC|$1,313,434,019 @ $37,379.62|$537,360,455
818100|2023-11-23 13:20:53|+209.98803671 BTC (7,849,272.16 USD)|34,931.28624394 BTC|$1,305,718,064 @ $37,379.62|$537,360,455
818098|2023-11-23 13:07:48|+105.04738493 BTC (3,928,373.8 USD)|34,721.29820723 BTC|$1,298,444,871 @ $37,396.21|$537,936,534
818097|2023-11-23 13:01:17|+109.65657992 BTC (4,100,740.21 USD)|34,616.2508223 BTC|$1,294,516,497 @ $37,396.21|$537,936,534
818096|2023-11-23 12:53:16|+101.60325228 BTC (3,799,576.3 USD)|34,506.59424238 BTC|$1,290,415,757 @ $37,396.21|$537,936,534
818092|2023-11-23 12:44:59|+115.64649323 BTC (4,324,740.25 USD)|34,404.9909901 BTC|$1,286,616,181 @ $37,396.21|$537,936,534
817818|2023-11-21 18:18:17|-1,200.01272793 BTC (44,583,723.36 USD)|34,289.34449687 BTC|$1,273,942,029 @ $37,152.71|$529,587,122
817734|2023-11-21 03:22:57|-1,300.01448633 BTC (48,836,523 USD)|35,489.3572248 BTC|$1,333,198,075 @ $37,566.14|$544,259,445
817240|2023-11-18 01:48:36|+0.00000885 BTC (0.32 USD)|36,789.37171113 BTC|$1,343,354,741 @ $36,514.75|$505,579,588
816552|2023-11-13 04:44:54|+122.89371112 BTC (4,557,049.08 USD)|36,789.37170228 BTC|$1,364,194,887 @ $37,081.22|$526,419,734
816473|2023-11-12 17:43:14|+110.62066706 BTC (4,109,707.16 USD)|36,666.47799116 BTC|$1,362,209,172 @ $37,151.35|$528,991,068
816255|2023-11-11 07:24:54|-740.00533573 BTC (27,434,577.6 USD)|36,555.8573241 BTC|$1,355,253,072 @ $37,073.49|$526,144,675
816029|2023-11-09 21:17:55|+139.99858888 BTC (5,077,202.1 USD)|37,295.86265983 BTC|$1,352,575,292 @ $36,266.09|$496,032,318
816018|2023-11-09 19:59:19|+199.99906246 BTC (7,289,512.31 USD)|37,155.86407095 BTC|$1,354,246,991 @ $36,447.73|$502,781,219
816015|2023-11-09 19:21:38|+199.99921209 BTC (7,289,517.76 USD)|36,955.86500849 BTC|$1,346,957,479 @ $36,447.73|$502,781,219
815971|2023-11-09 11:06:08|+100.22704336 BTC (3,676,482.14 USD)|36,755.8657964 BTC|$1,348,261,704 @ $36,681.54|$511,374,962
815963|2023-11-09 09:27:41|+110.14793965 BTC (4,031,476.15 USD)|36,655.63875304 BTC|$1,341,616,865 @ $36,600.56|$508,406,605
815703|2023-11-07 13:04:56|+103.90310435 BTC (3,603,695.66 USD)|36,545.49081339 BTC|$1,267,515,803 @ $34,683.23|$438,337,019
815683|2023-11-07 09:06:46|+104.71221656 BTC (3,657,098.3 USD)|36,441.58770904 BTC|$1,272,730,851 @ $34,925.23|$447,155,763
815622|2023-11-06 23:32:13|+119.55245884 BTC (4,191,612.73 USD)|36,336.87549248 BTC|$1,274,002,318 @ $35,060.87|$452,084,329
